wikidata_id,name,country,latitude,longitude,website,founded,area_ha,wikidata_url,source
Q106377341,Roseraie internationale de Lyon,France,45.78263,4.85216,,1960-01-01,,http://www.wikidata.org/entity/Q106377341,Wikidata
Q118369531,Q118369531,France,45.77687,4.85193,,,,http://www.wikidata.org/entity/Q118369531,Wikidata
Q134593321,Frimley Park Rose Garden,New Zealand,-39.622081158,176.83072265,,,,http://www.wikidata.org/entity/Q134593321,Wikidata
Q130492263,Potters Park,New Zealand,-36.787146,174.771136,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/park-details.aspx?Location=1534,1929-01-01,,http://www.wikidata.org/entity/Q130492263,Wikidata
Q118369503,Q118369503,France,45.77575,4.85742,,1858-01-01,,http://www.wikidata.org/entity/Q118369503,Wikidata
Q112092886,Q112092886,Slovakia,48.35868,19.65246,,1900-01-01,,http://www.wikidata.org/entity/Q112092886,Wikidata
Q132340061,Man'yō Forest,Japan,34.4961,135.822123,,,,http://www.wikidata.org/entity/Q132340061,Wikidata
Q3162382,Alpino Saussurea Alpine Botanical Garden,Italy,45.82992,6.94955,http://www.saussurea.net,1984-01-01,,http://www.wikidata.org/entity/Q3162382,Wikidata
Q104708926,Takaoka Manyō Historical Museum,Japan,36.795594,137.046103,https://www.manreki.com/,,,http://www.wikidata.org/entity/Q104708926,Wikidata
Q11353917,Man'yō Botanical Garden (Ichikawa),Japan,35.75266944,139.95308056,,,,http://www.wikidata.org/entity/Q11353917,Wikidata
Q11514017,Shōwa Man'yō Forest,Japan,38.470333333,140.879416666,http://ohira-manyo.co.jp/mori.html,,,http://www.wikidata.org/entity/Q11514017,Wikidata
Q134517161,Rose Garden,New Zealand,-39.633989,176.845438,,,,http://www.wikidata.org/entity/Q134517161,Wikidata
Q112091117,Q112091117,Slovakia,48.35616,19.57577,,1800-01-01,,http://www.wikidata.org/entity/Q112091117,Wikidata
Q132348952,Man'yō Botanical Garden (Ueda),Japan,36.381466,138.268683,,,,http://www.wikidata.org/entity/Q132348952,Wikidata
Q137325436,Roseto di San Giovanni,Italy,45.660722,13.804792,,,,http://www.wikidata.org/entity/Q137325436,Wikidata
Q106508580,The Kodja Place Rose Maze,Australia,-33.838103885,117.161608009,,,,http://www.wikidata.org/entity/Q106508580,Wikidata
Q97377088,Man'yō Park (Yugawara),Japan,35.144972222,139.071611111,https://www.town.yugawara.kanagawa.jp/soshiki/8/1286.html#a,,,http://www.wikidata.org/entity/Q97377088,Wikidata
Q119355125,Kanoya Rose Garden,Japan,,,http://www.baranomachi.jp/,,,http://www.wikidata.org/entity/Q119355125,Wikidata
Q14866864,Jardins de Ramon Margalef i López,Spain,41.36576111,2.15301389,,1930-01-01,,http://www.wikidata.org/entity/Q14866864,Wikidata
Q105308770,A.C. Postel Memorial Rose Garden,United States,34.43755,-119.711719444,,,,http://www.wikidata.org/entity/Q105308770,Wikidata
Q132326800,Tosa Toyonaga Man'yō Botanical Garden,Japan,33.793093,133.769197,https://jofukuji-kochi.jp/manyo_shokubutuen/,,,http://www.wikidata.org/entity/Q132326800,Wikidata
Q5738810,Cactualdea,Spain,27.958683333,-15.780394444,,,,http://www.wikidata.org/entity/Q5738810,Wikidata
Q5926366,Flore-Alpe botanical garden,Switzerland,46.0328,7.11267,https://www.flore-alpe.ch,,,http://www.wikidata.org/entity/Q5926366,Wikidata
Q54674143,Alpengarten Patscherkofel,Austria,47.211,11.4511,https://www.uibk.ac.at/de/botany/botanical-garden/alpengarten-patscherkofel/,1930-01-01,,http://www.wikidata.org/entity/Q54674143,Wikidata
Q48753535,Jardin Alpin,France,48.84404,2.3587,,,,http://www.wikidata.org/entity/Q48753535,Wikidata
Q132346967,Man'yō Park (Iki),Japan,33.751083,129.761243,http://www.iki-haku.jp/museumInet/ikf/poiGet.do;jsessionid=60ABCDB089C3A6301663B158E0717339?command=spot&id=1261,,,http://www.wikidata.org/entity/Q132346967,Wikidata
Q6837897,Michinoku Mano-Manyo Botanical Garden,Japan,37.694406,140.962617,,,,http://www.wikidata.org/entity/Q6837897,Wikidata
Q124365590,South rose garden,Argentina,-34.615267043,-58.359862597,,2003-01-01,,http://www.wikidata.org/entity/Q124365590,Wikidata
Q132328400,Man'yō-no-Mori Funaokayama,Japan,35.105269,136.163886,https://www.city.higashiomi.shiga.jp/shisetsu/1004222/1004225.html,,,http://www.wikidata.org/entity/Q132328400,Wikidata
Q3905186,Pinetum of Moncioni,Italy,43.4784,11.5087,,1998-01-01,,http://www.wikidata.org/entity/Q3905186,Wikidata
Q42311835,Kosuge Man'yō Park,Japan,35.757498,139.813555,,,,http://www.wikidata.org/entity/Q42311835,Wikidata
Q6159786,Jardin d'acclimatation du Mourillon,France,43.1088,5.9464,,,,http://www.wikidata.org/entity/Q6159786,Wikidata
Q3162376,Man'yō Botanical Garden (Nara),Japan,34.682305555,135.8445,https://www.kasugataisha.or.jp/manyou-s/,,,http://www.wikidata.org/entity/Q3162376,Wikidata
Q17521182,Alpengarten Villacher Alpe,Austria,46.592248,13.739586,,1966-01-01,,http://www.wikidata.org/entity/Q17521182,Wikidata
Q3905186,Pinetum of Moncioni,Italy,43.4784,11.5087,,1998-04-20,,http://www.wikidata.org/entity/Q3905186,Wikidata
Q124051816,Alpine Garden,Canada,45.55831,-73.55992,https://espacepourlavie.ca/en/gardens-and-greenhouses/alpine-garden,1962-01-01,,http://www.wikidata.org/entity/Q124051816,Wikidata
Q27479819,Botanical garden \,Switzerland,46.25096,7.11066,http://www.botanique.vd.ch/jardin-de-pont-de-nant/la-thomasia-jardin-de-pont-de-nant/,,,http://www.wikidata.org/entity/Q27479819,Wikidata
Q1827054,Q1827054,Netherlands,53.02846,6.70500755,,,,http://www.wikidata.org/entity/Q1827054,Wikidata
Q118186978,Canadian Heritage Garden,Canada,45.44364,-75.68811,,,,http://www.wikidata.org/entity/Q118186978,Wikidata
Q4734812,Alpengarten Pforzheim,Germany,48.8621,8.7327,,,,http://www.wikidata.org/entity/Q4734812,Wikidata
Q132348468,Kioroshi Man'yō Park,Japan,35.835386,140.154709,https://www.city.inzai.lg.jp/0000011358.html,,,http://www.wikidata.org/entity/Q132348468,Wikidata
Q133519437,Taipei Rose Garden,Taiwan,,,,,,http://www.wikidata.org/entity/Q133519437,Wikidata
Q132348632,Shiraragahama Man'yō Park,Japan,32.736793,128.695165,https://www.city.goto.nagasaki.jp/map/040/030/20190129174840.html,,,http://www.wikidata.org/entity/Q132348632,Wikidata
Q24947469,Alpinarium in Toruń,Poland,53.008611,18.601111,,,,http://www.wikidata.org/entity/Q24947469,Wikidata
Q18104676,Alpengarten Bad Aussee,Austria,47.621845,13.750473,https://www.badaussee.at/alpengarten,,,http://www.wikidata.org/entity/Q18104676,Wikidata
Q126364473,Rose garden,Italy,,,,,,http://www.wikidata.org/entity/Q126364473,Wikidata
Q124051816,Alpine Garden,Canada,45.55831,-73.55992,https://espacepourlavie.ca/jardins-et-serres/jardin-alpin,1962-01-01,,http://www.wikidata.org/entity/Q124051816,Wikidata
Q132326765,Ehime Man'yō Garden,Japan,33.853759,132.77305,,,,http://www.wikidata.org/entity/Q132326765,Wikidata
Q12786244,Juliana Alpine Botanical Garden,Slovenia,46.399024,13.745513,,1926-01-01,,http://www.wikidata.org/entity/Q12786244,Wikidata
Q107658320,Giardino Alpino Dario Broglio del Monte Corno,Italy,45.807258,11.536849,https://www.museodilusiana.it/giardino-alpino-dario-broglio/,,,http://www.wikidata.org/entity/Q107658320,Wikidata
Q132348526,Ashigara Man'yō Park,Japan,35.323257,139.016823,https://www.city.minamiashigara.kanagawa.jp/kankou/spot/manyou_kouen.html,,,http://www.wikidata.org/entity/Q132348526,Wikidata
Q132326953,Fuji Man'yō Botanical Carden,Japan,,,https://www.rinri-jpn.or.jp/fuji_ec/#gr-3,,,http://www.wikidata.org/entity/Q132326953,Wikidata
Q132326953,Fuji Man'yō Botanical Carden,Japan,,,https://www.rinri-jpn.or.jp/english/fuji_ec/,,,http://www.wikidata.org/entity/Q132326953,Wikidata
Q131388872,Belmont Rose Gardens,New Zealand,-36.807528,174.790335,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/park-details.aspx?Location=3162,,,http://www.wikidata.org/entity/Q131388872,Wikidata
Q4095108,Botanical Garden of Turku University,Finland,60.433333333,22.171944444,http://www.sci.utu.fi/projects/biologia/puutarha/,1924-01-01,,http://www.wikidata.org/entity/Q4095108,Wikidata
Q4055198,Aburi Botanical Gardens,Ghana,5.866666666,-0.183333333,,1890-01-01,,http://www.wikidata.org/entity/Q4055198,Wikidata
Q3886269,Orto Botanico del Monte Baldo,Italy,45.69847,10.85835,http://www.ortobotanicomontebaldo.org/orto-botanico/,,,http://www.wikidata.org/entity/Q3886269,Wikidata
Q4062924,Altay Botanical Garden,Kazakhstan,50.327032,83.548011,,1935-01-01,,http://www.wikidata.org/entity/Q4062924,Wikidata
Q3486457,Skylands,United States,41.125,-74.2372,,,,http://www.wikidata.org/entity/Q3486457,Wikidata
Q4068273,Aptekarsky Ogorod,Russia,55.77756527,37.63520629,https://hortus.msu.ru/,1706-01-01,,http://www.wikidata.org/entity/Q4068273,Wikidata
Q3895376,Resistenza Park,Italy,45.44764167,9.18305278,https://www.comune.milano.it/aree-tematiche/verde/verde-pubblico/parchi-cittadini/parco-della-resistenza-ex-parco-baravalle,1970-01-01,,http://www.wikidata.org/entity/Q3895376,Wikidata
Q4062764,Almaty Botanical Garden,Kazakhstan,43.225,76.915,https://www.botsad.kz,1932-01-01,,http://www.wikidata.org/entity/Q4062764,Wikidata
Q3895518,Parco della biodiversità mediterranea,Italy,38.91848,16.5817,https://www.provincia.catanzaro.it/parco/,2001-06-01,,http://www.wikidata.org/entity/Q3895518,Wikidata
Q3886279,Botanical Garden of Parma,Italy,44.795930555,10.327294444,http://www.biol.unipr.it/orto/,1630-01-01,,http://www.wikidata.org/entity/Q3886279,Wikidata
Q3456644,Dominica Botanical Gardens,Dominica,15.301245,-61.381908,https://web.archive.org/web/20100429192633/http://da-academy.org/dagardens.html,,,http://www.wikidata.org/entity/Q3456644,Wikidata
Q3920848,Ghent University Botanical Garden,Belgium,51.03527832,3.72277784,https://www.ugent.be/we/nl/diensten/plantentuin,1797-07-19,,http://www.wikidata.org/entity/Q3920848,Wikidata
Q3886279,Botanical Garden of Parma,Italy,44.795937,10.327348,http://www.biol.unipr.it/orto/,1750-01-01,,http://www.wikidata.org/entity/Q3886279,Wikidata
Q3763875,Giardino Botanico Carsiana,Italy,45.7325,13.7397,http://www.giardinobotanicocarsiana.it,1964-01-01,,http://www.wikidata.org/entity/Q3763875,Wikidata
Q3780715,Makino Botanical Garden,Japan,33.54666667,133.57777778,https://www.makino.or.jp/,1958-01-01,,http://www.wikidata.org/entity/Q3780715,Wikidata
Q3816996,Jardin exotique de Ponteilla,France,42.62277778,2.82111111,,,,http://www.wikidata.org/entity/Q3816996,Wikidata
Q3518517,Terra Botanica,France,47.5011,-0.57,http://www.terrabotanica.fr,2010-04-10,,http://www.wikidata.org/entity/Q3518517,Wikidata
Q3895365,Ravizza Park,Italy,45.44778889,9.192425,,1903-01-01,,http://www.wikidata.org/entity/Q3895365,Wikidata
Q3431727,Hangzhou Botanical Garden,People's Republic of China,30.2552,120.123,,,,http://www.wikidata.org/entity/Q3431727,Wikidata
Q3755226,Botanical Garden of Santa Catalina,Spain,42.84944444,-2.8075,,2003-01-01,,http://www.wikidata.org/entity/Q3755226,Wikidata
Q3983810,"Tenuta di San Liberato, Bracciano",Italy,42.129369444,12.16445,https://www.sanliberato.it,,,http://www.wikidata.org/entity/Q3983810,Wikidata
Q3456566,Jardín Botánico Chagual,Chile,-33.4048,-70.6065,,2002-01-01,,http://www.wikidata.org/entity/Q3456566,Wikidata
Q3763924,Giardino delle Erbe \,Italy,44.22939,11.624225,https://www.amaparco.it/parchi/giardino-delle-erbe-augusto-rinaldi-ceroni/,,,http://www.wikidata.org/entity/Q3763924,Wikidata
Q3726249,National Botanical Gardens (Uganda),Uganda,0.0620109,32.4792744,,,,http://www.wikidata.org/entity/Q3726249,Wikidata
Q3886281,Orto Botanico dell'Università di Torino,Italy,45.05666667,7.68111111,http://web086.unito.it/cgi-bin/bioveg/home.pl,1729-01-01,,http://www.wikidata.org/entity/Q3886281,Wikidata
Q3886281,Orto Botanico dell'Università di Torino,Italy,45.05666667,7.68111111,http://www.ortobotanico.unito.it,1729-01-01,,http://www.wikidata.org/entity/Q3886281,Wikidata
Q3763892,Giardino Botanico Montano di Pratorondanino,Italy,44.52824,8.75082,http://www.regione.liguria.it/conosc/4_natur/parchi1q.htm,1998-01-01,,http://www.wikidata.org/entity/Q3763892,Wikidata
Q3763892,Giardino Botanico Montano di Pratorondanino,Italy,44.52824,8.75082,http://www.regione.liguria.it/conosc/4_natur/parchi1q.htm,1998-01-01,,http://www.wikidata.org/entity/Q3763892,Wikidata
Q3660981,Patterson Park,United States,39.287777777,-76.578611111,https://bcrp.baltimorecity.gov/parks/patterson-park,1827-03-01,,http://www.wikidata.org/entity/Q3660981,Wikidata
Q4095105,Botanical Garden of Volga State University of Technology,Russia,56.624194444,47.959547222,https://botsad.volgatech.net,1927-01-01,,http://www.wikidata.org/entity/Q4095105,Wikidata
Q3457250,Porto Alegre Botanical Garden,Brazil,-30.05166667,-51.17722222,,,,http://www.wikidata.org/entity/Q3457250,Wikidata
Q3456929,Jardín Botánico de Cienfuegos,Cuba,22.12337,-80.32547,https://jardin.cfg.jbit.cu/,1901-01-01,,http://www.wikidata.org/entity/Q3456929,Wikidata
Q3886274,Wrocław University Botanical Garden,Poland,51.116111111,17.0475,http://www.ogrodbotaniczny.wroclaw.pl/,1811-01-01,,http://www.wikidata.org/entity/Q3886274,Wikidata
Q3763910,Giardino di Flora Appenninica,Italy,41.845018,14.276585,http://www.giardinocapracotta.unimol.it/,1963-01-01,,http://www.wikidata.org/entity/Q3763910,Wikidata
Q3936706,Reniala reservation,Madagascar,-23.123056,43.619444,http://reniala.jimdo.com/,,,http://www.wikidata.org/entity/Q3936706,Wikidata
Q4095110,Bishkek Botanical Garden,Kyrgyzstan,42.83,74.637,,1938-01-01,,http://www.wikidata.org/entity/Q4095110,Wikidata
Q3763880,botanical garden of Villa Bricherasio,Italy,44.65,7.48333333,http://www.laghetto.it/luoghi/vbricherasio/vbricherasio.html,,,http://www.wikidata.org/entity/Q3763880,Wikidata
Q3533091,Brookside Gardens,United States,39.058611111,-77.036944444,https://www.montgomeryparks.org/parks-and-trails/brookside-gardens/,1965-01-01,,http://www.wikidata.org/entity/Q3533091,Wikidata
Q4095113,Lviv National Medical University Botanical Garden,Ukraine,49.835555555,24.049444444,,1929-01-01,,http://www.wikidata.org/entity/Q4095113,Wikidata
Q3886273,botanical garden of Cagliari,Italy,39.2167,9.11667,https://sites.unica.it/hbk/,1864-01-01,,http://www.wikidata.org/entity/Q3886273,Wikidata
Q3886279,Botanical Garden of Parma,Italy,44.795937,10.327348,http://www.biol.unipr.it/orto/,1630-01-01,,http://www.wikidata.org/entity/Q3886279,Wikidata
Q3541571,Q3541571,Madagascar,-18.9289,47.5257,,,,http://www.wikidata.org/entity/Q3541571,Wikidata
Q3621362,Arboreti di Vallombrosa,Italy,43.73112,11.55464,,,,http://www.wikidata.org/entity/Q3621362,Wikidata
Q4011841,Villa duchessa di Galliera,Italy,44.43138889,8.74472222,https://www.villaduchessadigalliera.it,1675-01-01,,http://www.wikidata.org/entity/Q4011841,Wikidata
Q3895602,Memorie Industriali park,Italy,45.44465,9.19185,,2004-01-01,,http://www.wikidata.org/entity/Q3895602,Wikidata
Q3886276,Istituto ed orto botanico,Italy,45.652393,13.790464,http://www.retecivica.trieste.it/triestecultura/new/musei_scientifici/orto_botanico/default.asp,,,http://www.wikidata.org/entity/Q3886276,Wikidata
Q3763892,Giardino Botanico Montano di Pratorondanino,Italy,44.52824,8.75082,http://www.regione.liguria.it/conosc/4_natur/parchi1q.htm,2003-02-27,,http://www.wikidata.org/entity/Q3763892,Wikidata
Q3763892,Giardino Botanico Montano di Pratorondanino,Italy,44.52824,8.75082,http://www.regione.liguria.it/conosc/4_natur/parchi1q.htm,2003-02-27,,http://www.wikidata.org/entity/Q3763892,Wikidata
Q3886276,Istituto ed orto botanico,Italy,45.65251,13.79011,http://www.retecivica.trieste.it/triestecultura/new/musei_scientifici/orto_botanico/default.asp,,,http://www.wikidata.org/entity/Q3886276,Wikidata
Q3886285,Orto Botanico Forestale dell'Abetone,Italy,44.144688,10.663658,,1987-01-01,,http://www.wikidata.org/entity/Q3886285,Wikidata
Q3886280,Orto Botanico dell'Università di Siena,Italy,43.313918,11.331362,https://www.simus.unisi.it/musei/mb/,1856-01-01,,http://www.wikidata.org/entity/Q3886280,Wikidata
Q3886280,Orto Botanico dell'Università di Siena,Italy,43.313918,11.331362,https://www.simus.unisi.it/musei/mb/,1856-01-01,,http://www.wikidata.org/entity/Q3886280,Wikidata
Q3763858,Esperia Botanical Garden,Italy,44.215923,10.721712,https://www.cai.mo.it/giardino-botanico-esperia/,1980-01-01,,http://www.wikidata.org/entity/Q3763858,Wikidata
Q4095111,Botanical Garden of Lviv Forestry Institute,Ukraine,49.825833333,24.003611111,,1991-01-01,,http://www.wikidata.org/entity/Q4095111,Wikidata
Q3886284,Orto Botanico di Villa Beuca,Italy,44.386254,8.629814,http://www.comune.cogoleto.ge.it/public/upload/users/849907280/orto%20botanico%20presentazione.pdf,2002-01-01,,http://www.wikidata.org/entity/Q3886284,Wikidata
Q3983829,California Botanic Garden,United States,34.1117,-117.716,https://www.calbg.org/,1927-01-01,,http://www.wikidata.org/entity/Q3983829,Wikidata
Q3786842,Bastionsgarten (Eichstätt),Germany,48.894166666,11.171111111,https://www.schloesser.bayern.de/deutsch/garten/objekte/eichsta.htm,,,http://www.wikidata.org/entity/Q3786842,Wikidata
Q3456814,Santa Barbara Botanic Garden,United States,34.4538,-119.709,http://www.sbbg.org,1926-01-01,,http://www.wikidata.org/entity/Q3456814,Wikidata
Q3886275,Orto Botanico dell'Università di Catania,Italy,37.51573944,15.0835762,http://www.dipbot.unict.it/orto/orto.html,1858-01-01,,http://www.wikidata.org/entity/Q3886275,Wikidata
Q3886281,Orto Botanico dell'Università di Torino,Italy,45.056526,7.686828,http://web086.unito.it/cgi-bin/bioveg/home.pl,1729-01-01,,http://www.wikidata.org/entity/Q3886281,Wikidata
Q3886281,Orto Botanico dell'Università di Torino,Italy,45.056526,7.686828,http://www.ortobotanico.unito.it,1729-01-01,,http://www.wikidata.org/entity/Q3886281,Wikidata
Q3694552,Bagh-e-Jinnah,Pakistan,31.553727,74.331304,,,,http://www.wikidata.org/entity/Q3694552,Wikidata
Q3763876,Giardino Botanico \,Italy,41.86622,13.624342,,1984-01-01,,http://www.wikidata.org/entity/Q3763876,Wikidata
Q3398986,Botanischer Sondergarten Wandsbek,Germany,53.5824,10.0985,http://www.hamburg.de/wandsbek/botanischer-sondergarten/,,,http://www.wikidata.org/entity/Q3398986,Wikidata
Q3763870,Giardino Torrigiani,Italy,43.76572222,11.241675,,,,http://www.wikidata.org/entity/Q3763870,Wikidata
Q3763886,Giardino Botanico Alpino di Pietra Corva,Italy,44.83333333,9.33333333,,1967-01-01,,http://www.wikidata.org/entity/Q3763886,Wikidata
Q3457218,Jardim Botânico de Brasília,Brazil,-15.874444444,-47.835833333,http://www.jardimbotanico.df.gov.br,1985-01-01,,http://www.wikidata.org/entity/Q3457218,Wikidata
Q3886276,Istituto ed orto botanico,Italy,45.63333333,13.8,http://www.retecivica.trieste.it/triestecultura/new/musei_scientifici/orto_botanico/default.asp,,,http://www.wikidata.org/entity/Q3886276,Wikidata
Q4012424,villa Piercy,Italy,40.350277777,8.88,,1879-01-01,,http://www.wikidata.org/entity/Q4012424,Wikidata
Q3905190,Bedgebury National Pinetum,United Kingdom,51.075,0.455,,1924-01-01,,http://www.wikidata.org/entity/Q3905190,Wikidata
Q3886286,Orto dei Semplici Elbano,Italy,42.81666667,10.4,http://www.islepark.it/visitare-il-parco/elba/l-orto-dei-semplici,1997-01-01,,http://www.wikidata.org/entity/Q3886286,Wikidata
Q3731151,Q3731151,Italy,,,https://sma.unibo.it/it/il-sistema-museale/orto-botanico-ed-erbario/collezioni/erbario-lerbario-di-ferdinando-bassi,,,http://www.wikidata.org/entity/Q3731151,Wikidata
Q3895365,Ravizza Park,Italy,45.44778889,9.192425,,1905-01-01,,http://www.wikidata.org/entity/Q3895365,Wikidata
Q3815348,University of Oulu Botanical Gardens,Finland,65.0631,25.4653,,1983-01-01,,http://www.wikidata.org/entity/Q3815348,Wikidata
Q3886267,Orto Botanico \,Italy,38.19241,15.54615,http://www.ortobotanico.messina.it/,1638-01-01,,http://www.wikidata.org/entity/Q3886267,Wikidata
Q3456702,"University of California, Riverside Botanic Gardens",United States,33.9715,-117.32,,1963-01-01,,http://www.wikidata.org/entity/Q3456702,Wikidata
Q3763918,Minerva's Garden,Italy,40.68111,14.75372,http://www.giardinodellaminerva.it,1300-01-01,,http://www.wikidata.org/entity/Q3763918,Wikidata
Q3892794,Palmetum of Santa Cruz de Tenerife,Spain,28.45194444,-16.25583333,http://palmetumtenerife.es/,1995-01-01,,http://www.wikidata.org/entity/Q3892794,Wikidata
Q3886279,Botanical Garden of Parma,Italy,44.795930555,10.327294444,http://www.biol.unipr.it/orto/,1750-01-01,,http://www.wikidata.org/entity/Q3886279,Wikidata
Q3763889,Botanical Garden at the Sorgenti del Cavuto,Italy,41.995541,13.803924,,,,http://www.wikidata.org/entity/Q3763889,Wikidata
Q3614087,American Orchid Society Visitors Center and Botanical Garden,United States,26.4288,-80.1535,https://morikami.org/,,,http://www.wikidata.org/entity/Q3614087,Wikidata
Q3763882,Giardino Botanico Alpino \,Italy,,,,1991-01-01,,http://www.wikidata.org/entity/Q3763882,Wikidata
Q3495894,Kings Park,Australia,-31.962134954,115.831712083,https://www.bgpa.wa.gov.au/kings-park,1890-01-01,,http://www.wikidata.org/entity/Q3495894,Wikidata
Q3763883,Alpine Botanical Garden of Campo Imperatore,Italy,42.443759,13.558272,,1950-01-01,,http://www.wikidata.org/entity/Q3763883,Wikidata
Q3886270,Botanic Garden of the University of Salento,Italy,40.3351,18.122661111,http://www.leccebotanicalgarden.unisalento.it/,1994-01-01,,http://www.wikidata.org/entity/Q3886270,Wikidata
Q3890772,Palazzo Rocca,Italy,44.316914,9.327213,http://www.comune.chiavari.ge.it,1635-01-01,,http://www.wikidata.org/entity/Q3890772,Wikidata
Q3763808,Royal Gardens of Monza,Italy,45.593952,9.277098,http://www.reggiadimonza.it,,,http://www.wikidata.org/entity/Q3763808,Wikidata
Q3457245,Belo Horizonte Botanical Garden,Brazil,-19.81694444,-43.95694444,,,,http://www.wikidata.org/entity/Q3457245,Wikidata
Q3890919,Camifolia,France,47.2141,-0.7336,,,,http://www.wikidata.org/entity/Q3890919,Wikidata
Q3431727,Hangzhou Botanical Garden,People's Republic of China,30.2722,120.171,,,,http://www.wikidata.org/entity/Q3431727,Wikidata
Q3443536,Vytautas Magnus University Botanical Garden,Lithuania,54.87055556,23.91111111,http://botanika.vdu.lt,1923-01-01,,http://www.wikidata.org/entity/Q3443536,Wikidata
Q3822703,Village arboretum de Vernet-les-Bains,France,42.55,2.38861,,,,http://www.wikidata.org/entity/Q3822703,Wikidata
Q3763878,Treborth Botanic Garden,United Kingdom,53.2165,-4.1724,http://treborth.bangor.ac.uk/,,,http://www.wikidata.org/entity/Q3763878,Wikidata
Q3886271,Orto Botanico dell'Università di Sassari,Italy,40.72171667,8.54902778,,1997-01-01,,http://www.wikidata.org/entity/Q3886271,Wikidata
Q3695266,National Herbarium,Pakistan,,,,1975-01-01,,http://www.wikidata.org/entity/Q3695266,Wikidata
Q3763908,Giardino dell'Iris,Italy,43.76281667,11.266875,,,,http://www.wikidata.org/entity/Q3763908,Wikidata
Q4012680,Villa dei Ligustri,Italy,42.432606,13.984333,,,,http://www.wikidata.org/entity/Q4012680,Wikidata
Q3763887,Giardino Botanico delle Alpi Orientali,Italy,46.0835,12.3002,http://www.webdolomiti.net/Nevegal/botanico.htm,,,http://www.wikidata.org/entity/Q3763887,Wikidata
Q3484004,Silver Springs,United States,29.2181,-82.0545,http://www.silversprings.com,1878-01-01,,http://www.wikidata.org/entity/Q3484004,Wikidata
Q4095109,Dnipro Botanical Garden,Ukraine,48.436,35.042,,1931-01-01,,http://www.wikidata.org/entity/Q4095109,Wikidata
Q110846196,Dumbarton Oaks gardens,United States,,,,1921-01-01,,http://www.wikidata.org/entity/Q110846196,Wikidata
Q3375341,Agder Natural History Museum and Botanical Garden,Norway,58.158861,8.003657,http://www.naturmuseum.no/,1828-01-01,,http://www.wikidata.org/entity/Q3375341,Wikidata
Q4784848,Arboretum de Varennes-en-Argonne,France,49.2262,5.0312,,,,http://www.wikidata.org/entity/Q4784848,Wikidata
Q112082672,Kwelera National Botanical Garden,South Africa,-32.90807,28.0662,,,,http://www.wikidata.org/entity/Q112082672,Wikidata
Q7382790,Rutgers Gardens,United States,40.4743,-74.4226,https://rutgersgardens.rutgers.edu/,,,http://www.wikidata.org/entity/Q7382790,Wikidata
Q1690700,Tropenhaus Frutigen,Switzerland,46.593255555,7.656080555,https://www.tropenhaus-frutigen.ch/de,2009-01-01,,http://www.wikidata.org/entity/Q1690700,Wikidata
Q1690700,Tropenhaus Frutigen,Switzerland,46.593255555,7.656080555,https://www.tropenhaus-frutigen.ch/en,2009-01-01,,http://www.wikidata.org/entity/Q1690700,Wikidata
Q1690700,Tropenhaus Frutigen,Switzerland,46.593255555,7.656080555,https://www.tropenhaus-frutigen.ch/fr,2009-01-01,,http://www.wikidata.org/entity/Q1690700,Wikidata
Q110930781,Botanical Garden Skopje,North Macedonia,42.000593643,21.452973534,https://ib.pmf.ukim.edu.mk/,1951-01-01,,http://www.wikidata.org/entity/Q110930781,Wikidata
Q7373834,"Royal Botanic Gardens, Cranbourne",Australia,-38.129,145.282,https://www.rbg.vic.gov.au/cranbourne-gardens/,1989-01-01,,http://www.wikidata.org/entity/Q7373834,Wikidata
Q7404826,Salisbury University Arboretum,United States,38.346648,-75.6062084,,,,http://www.wikidata.org/entity/Q7404826,Wikidata
Q139997300,Rosengarten Kyritz,Germany,52.941444444,12.39325,,,,http://www.wikidata.org/entity/Q139997300,Wikidata
Q7373835,"Royal Botanic Gardens, Trinidad",Trinidad and Tobago,10.6744,-61.5143,,,,http://www.wikidata.org/entity/Q7373835,Wikidata
Q7374979,Royal Victoria Park,United Kingdom,51.3858,-2.3704,,1830-01-01,,http://www.wikidata.org/entity/Q7374979,Wikidata
Q111353653,Q111353653,,,,,,,http://www.wikidata.org/entity/Q111353653,Wikidata
Q2610973,Hortus Botanicus Vrije Universiteit Amsterdam,Netherlands,52.332777777,4.860555555,http://vu.nl/nl/over-de-vu/cultuur-kunst/hortus-botanicus/index.asp,,,http://www.wikidata.org/entity/Q2610973,Wikidata
Q3364653,Parc Oriental de Maulévrier,France,47.0037,-0.7502,,,,http://www.wikidata.org/entity/Q3364653,Wikidata
Q7400442,Sailors' Snug Harbor,United States,40.643189,-74.10235,http://snug-harbor.org/,1833-01-01,,http://www.wikidata.org/entity/Q7400442,Wikidata
Q2606130,McBryde Garden,United States,21.88263,-159.47633,,1970-01-01,,http://www.wikidata.org/entity/Q2606130,Wikidata
Q3100546,Jardin des plantes de Montpellier,France,43.6143,3.8717,https://www.umontpellier.fr/patrimoine/jardin-des-plantes,1593-01-01,,http://www.wikidata.org/entity/Q3100546,Wikidata
Q3076985,Jardin botanique de l'Arquebuse,France,47.3214,5.0279,,,,http://www.wikidata.org/entity/Q3076985,Wikidata
