state,country,name,city,gardenology_url,source
Texas,United States,"D. A. ""Andy"" Anderson Arboretum-College Station, Texas",,,Gardenology
Texas,United States,"Beaumont Botanical Gardens-Beaumont, Texas",,,Gardenology
Texas,United States,"Brazos County Arboretum-College Station, Texas",,,Gardenology
Texas,United States,"Carleen Bright Arboretum-Woodway, Texas",,,Gardenology
Texas,United States,"Chihuahuan Desert Nature Center and Botanical Gardens-Fort Davis, Texas",,,Gardenology
Texas,United States,"Corpus Christi Botanical Gardens and Nature Center-Corpus Christi, Texas",,,Gardenology
Texas,United States,"Dallas Arboretum and Botanical Garden-Dallas, Texas",,,Gardenology
Texas,United States,"East Texas Arboretum and Botanical Society-Athens, Texas",,,Gardenology
Texas,United States,"Fort Worth Botanic Garden-Fort Worth, Texas",,,Gardenology
Texas,United States,"Houston Arboretum and Nature Center-Houston, Texas",,,Gardenology
Texas,United States,"Lady Bird Johnson Wildflower Center-Austin, Texas",,,Gardenology
Texas,United States,"Lynn R. Lowrey Arboretum-Rice University,Houston, Texas",,,Gardenology
Texas,United States,"Mast Arboretum-Stephen F. Austin State University,Nacogdoches, Texas",,,Gardenology
Texas,United States,"McAllen Botanical Gardens-McAllen, Texas",,,Gardenology
Texas,United States,"Mercer Arboretum and Botanic Gardens-Humble, Texas",,,Gardenology
Texas,United States,"Riverside Nature Center-Kerrville,Texas",,,Gardenology
Texas,United States,"San Antonio Botanical Garden-San Antonio,Texas",,,Gardenology
Texas,United States,"Shangri La Botanical Gardens and Nature Center-Orange, Texas",,,Gardenology
Texas,United States,"Tyrrell Park Botanical Gardens-Beaumont, Texas",,,Gardenology
Texas,United States,"Umlauf Sculpture Garden and Museum-Austin, Texas",,,Gardenology
Texas,United States,"Zilker Botanical Garden-Austin, Texas",,,Gardenology
Utah,United States,"Brigham Young University Arboretum(Harrison Arboretum) -Brigham Young University,Provo, Utah",,,Gardenology
Utah,United States,"Stein Eriksen Lodge Botanical Garden-Park City, Utah",,,Gardenology
Utah,United States,"Red Butte Garden and Arboretum-University of Utah,Salt Lake City, Utah",,,Gardenology
Utah,United States,"Petersen Arboretum-Alpine, Utah",,,Gardenology
Utah,United States,"Robert L. Shepherd Desert Arboretum-Santa Clara, Utah",,,Gardenology
Utah,United States,"State Arboretum of Utah-University of Utah,Salt Lake City, Utah",,,Gardenology
Utah,United States,"Utah Botanical Center-Kaysville, Utah",,,Gardenology
Vermont,United States,"Vermont Experimental Cold-Hardy Cactus Garden-Middlebury, Vermont",,,Gardenology
Virginia,United States,"Bon Air Park Ornamental Garden -Arlington, Virginia[3]",,,Gardenology
Virginia,United States,"Boxerwood Gardens-Lexington, Virginia",,,Gardenology
Virginia,United States,"Joseph Bryan Park Azalea Garden-Richmond, Virginia",,,Gardenology
Virginia,United States,"Edith J. Carrier Arboretum-James Madison University,Harrisonburg, Virginia",,,Gardenology
Virginia,United States,"Chesapeake Arboretum-Chesapeake, Virginia",,,Gardenology
Virginia,United States,"Forest Lawn Cemetery-Richmond, Virginia",,,Gardenology
Virginia,United States,"Lewis Ginter Botanical Garden- Richmond, Virginia",,,Gardenology
Virginia,United States,"Green Spring Gardens Park-Alexandria, Virginia",,,Gardenology
Virginia,United States,"Hahn Horticulture Garden-Virginia Tech,Blacksburg, Virginia",,,Gardenology
Virginia,United States,"Hampton Roads Arboretum-Virginia Beach, Virginia",,,Gardenology
Virginia,United States,"Maymont- Richmond, Virginia",,,Gardenology
Virginia,United States,"Museum of the Shenandoah Valley-Winchester, Virginia",,,Gardenology
Virginia,United States,"Meadowlark Botanical Gardens-Vienna, Virginia",,,Gardenology
Virginia,United States,"Norfolk Botanical Garden-Norfolk, Virginia",,,Gardenology
Virginia,United States,"Oatlands Plantation-Leesburg, Virginia",,,Gardenology
Virginia,United States,"River Farm(American Horticultural Society) -Alexandria, Virginia",,,Gardenology
Virginia,United States,"State Arboretum of Virginia-University of Virginia,Boyce, Virginia",,,Gardenology
Virginia,United States,"Tidewater Arboretum- Virginia Beach, Virginia",,,Gardenology
Virginia,United States,"Orland E. White Research Arboretum- University of Virginia, Boyce, Virginia",,,Gardenology
Virginia,United States,"Williamsburg Botanical Garden-Williamsburg, Virginia",,,Gardenology
Washington,United States,"Bellevue Botanical Garden-Bellevue, Washington",,,Gardenology
Washington,United States,"Bloedel Reserve-Bainbridge Island, Washington",,,Gardenology
Washington,United States,"Evergreen Arboretum and Gardens-Everett, Washington",,,Gardenology
Washington,United States,"Carl S. English, Jr., Botanical Gardens-Seattle, Washington",,,Gardenology
Washington,United States,"John A. Finch Arboretum-Spokane, Washington",,,Gardenology
Washington,United States,"Heronswood-Kingston, Washington",,,Gardenology
Washington,United States,"Highline Botanical Garden-SeaTac, Washington",,,Gardenology
Washington,United States,"Hulda Klager Lilac Gardens-Woodland, Washington",,,Gardenology
Washington,United States,"Kruckeberg Botanic Garden-Shoreline, Washington",,,Gardenology
Washington,United States,"Lake Wilderness Arboretum-Maple Valley, Washington",,,Gardenology
Washington,United States,"Lakewold Gardens-Lakewood, Washington",,,Gardenology
Washington,United States,"Manito Park and Botanical Gardens-Spokane, Washington",,,Gardenology
Washington,United States,"Meerkerk Rhododendron Gardens-Greenbank, Washington",,,Gardenology
Washington,United States,"Rhododendron Species Foundation and Botanical Garden-Federal Way, Washington",,,Gardenology
Washington,United States,"Sehome Hill Arboretum-Bellingham, Washington",,,Gardenology
Washington,United States,"W. W. Seymour Botanical Conservatory-Tacoma, Washington",,,Gardenology
Washington,United States,"South Seattle Community College Arboretum-South Seattle Community College,Seattle, Washington",,,Gardenology
Washington,United States,"Washington Park Arboretum-University of Washington,Seattle, Washington",,,Gardenology
Washington,United States,"Wind River Arboretum-Gifford Pinchot National Forest,Carson, Washington",,,Gardenology
Washington,United States,"Wright Park Arboretum-Tacoma, Washington",,,Gardenology
Washington,United States,"Yakima Area Arboretum-Yakima, Washington",,,Gardenology
West Virginia,United States,"Brooks Memorial Arboretum-Hillsboro, West Virginia",,,Gardenology
West Virginia,United States,"Core Arboretum-West Virginia University,Morgantown, West Virginia",,,Gardenology
West Virginia,United States,"Cranberry Glades Botanical Area-Monongahela National Forest,Mill Point, West Virginia",,,Gardenology
West Virginia,United States,"Sunshine Farm and Gardens-Renick, West Virginia",,,Gardenology
West Virginia,United States,"West Virginia Botanic Garden-Morgantown, West Virginia",,,Gardenology
Wisconsin,United States,"Boerner Botanical Gardens-Hales Corners, Wisconsin",,,Gardenology
Wisconsin,United States,"Cofrin Memorial Arboretum,University of Wisconsin-Green Bay,Green Bay, Wisconsin",,,Gardenology
Wisconsin,United States,"Foxfire Botanical Gardens-Marshfield, Wisconsin",,,Gardenology
Wisconsin,United States,"Gardens of the Fox Cities-Appleton, Wisconsin",,,Gardenology
Wisconsin,United States,"Green Bay Botanical Garden-Green Bay, Wisconsin",,,Gardenology
Wisconsin,United States,"Jones Arboretum and Botanical Gardens-Readstown, Wisconsin",,,Gardenology
Wisconsin,United States,"Mitchell Park Horticultural Conservatory-Milwaukee, Wisconsin",,,Gardenology
Wisconsin,United States,"Olbrich Botanical Gardens-Madison, Wisconsin",,,Gardenology
Wisconsin,United States,"Paine Art Center and Gardens-Oshkosh, Wisconsin",,,Gardenology
Wisconsin,United States,"Rotary Gardens-Janesville, Wisconsin",,,Gardenology
Wisconsin,United States,"University of Wisconsin-Madison Arboretum-Madison, Wisconsin",,,Gardenology
Wyoming,United States,"Cheyenne Botanic Gardens-Cheyenne, Wyoming",,,Gardenology
US Territories,United States,"Magens Bay Arboretum-Magens Bay,Saint Thomas, U.S. Virgin Islands",,,Gardenology
US Territories,United States,"St. George Village Botanical Garden-Frederiksted,Saint Croix, U.S. Virgin Islands",,,Gardenology
US Territories,United States,"San Juan Botanical Garden—Botanical Garden of the University of Puerto Rico-San Juan,Puerto Rico",,,Gardenology
Notes,United States,"↑""Gardens"" pageinofficial website of Hillwood Estate, Museum & GardensAccessed Nov. 3, 2008.",,,Gardenology
Notes,United States,"↑""The Garden"" pageinofficial website of Tudor Place Historic House and GardenAccessed Nov. 3, 2008",,,Gardenology
Notes,United States,"↑""Bon Air Park"" pageinofficial website of Arlington County, VirginiaAccessed Nov. 3, 2008.",,,Gardenology
Notes,United States,List of botanical gardens- Worldwide list of Gardens,,https://gardenology.mywikis.net/wiki/List_of_botanical_gardens,Gardenology
Notes,United States,North American Plant Collections Consortium,,,Gardenology
Notes,United States,National Register of Big Trees,,,Gardenology
