city,col_2_comments,coordinates,country,founded,name,notes,region,source,source_url,wikipedia_url
Mönchengladbach,,,Germany,,Bunter Garten,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Bunter_Garten
Mühlhausen,,,Germany,,"Botanischer Garten Verein ""Hochschulstandort Mühlhausen""",,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_Verein_%22Hochschulstandort_M%C3%BChlhausen%22
München,,,Germany,,Botanischer Garten München-Nymphenburg,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_M%C3%BCnchen-Nymphenburg
München,,,Germany,,Botanische Staatssammlung München,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanische_Staatssammlung_M%C3%BCnchen
Münster (Westfalen),,,Germany,,Botanischer Garten Münster,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_M%C3%BCnster
Nettetal,,,Germany,,Sequoiafarm Kaldenkirchen,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Sequoiafarm_Kaldenkirchen
Neuschönau,,,Germany,,Botanischer Garten der Nationalpark Bayerischer Wald,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Nationalpark_Bayerischer_Wald
Neuss,,,Germany,,Botanischer Garten der Stadt Neuss,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Stadt_Neuss
Oberhof,,,Germany,,Rennsteiggarten Oberhof,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Rennsteiggarten_Oberhof
Oldenburg,,,Germany,,Botanischer Garten der Carl von Ossietzky-Universität Oldenburg,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Carl_von_Ossietzky-Universit%C3%A4t_Oldenburg
Osnabrück,,,Germany,,Botanischer Garten der Universität Osnabrück,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Universit%C3%A4t_Osnabr%C3%BCck
Pforzheim,,,Germany,,Alpengarten Pforzheim,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Alpengarten_Pforzheim
Potsdam,,,Germany,,Botanischer Garten Potsdam,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_Potsdam
Potsdam,,,Germany,,Biosphäre Potsdam,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Biosph%C3%A4re_Potsdam
Regensburg,,,Germany,,Botanischer Garten der Universität Regensburg,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Universit%C3%A4t_Regensburg
Regensburg,,,Germany,,Herzogspark,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Herzogspark
Rostock,,,Germany,,Botanischer Garten Universität Rostock,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_Universit%C3%A4t_Rostock
Saarbrücken,closed down,,Germany,,Botanischer Garten der Universität des Saarlandes,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Universit%C3%A4t_des_Saarlandes
Sangerhausen,,,Germany,,Rosarium Sangerhausen,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Rosarium_Sangerhausen
Solingen,,,Germany,,Botanischer Garten Solingen,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_Solingen
Staufenberg,,,Germany,,Arboretum Habichtsborn,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Arboretum_Habichtsborn
Stuttgart,,,Germany,,Wilhelma,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Wilhelma
Stuttgart,,,Germany,,Hohenheim Gardens,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Hohenheim_Gardens
Templin,,,Germany,,Lehmann-Garten,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Lehmann-Garten
Tharandt,,,Germany,,Forstbotanischer Garten Tharandt,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Forstbotanischer_Garten_Tharandt
Tübingen,,,Germany,,Alter Botanischer Garten Tübingen,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Alter_Botanischer_Garten_T%C3%BCbingen
Tübingen,,,Germany,,Botanischer Garten der Universität Tübingen,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Universit%C3%A4t_T%C3%BCbingen
Ulm,,,Germany,,Botanischer Garten der Universität Ulm,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Universit%C3%A4t_Ulm
Usedom,,,Germany,,Usedoms Botanischer Garten Mellenthin,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Usedoms_Botanischer_Garten_Mellenthin
Weinheim,,,Germany,,Exotenwald Weinheim,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Exotenwald_Weinheim
,,,Germany,,Schau- und Sichtungsgarten Hermannshof,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Schau-_und_Sichtungsgarten_Hermannshof
Wernigerode,,,Germany,,Brockengarten,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Brockengarten
Wilhelmshaven,,,Germany,,Botanischer Garten der Stadt Wilhelmshaven,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Stadt_Wilhelmshaven
Witzenhausen,,,Germany,,Gewächshaus für tropische Nutzpflanzen,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Gew%C3%A4chshaus_f%C3%BCr_tropische_Nutzpflanzen
Wörlitz,,,Germany,,Dessau-Wörlitz Garden Realm,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Dessau-W%C3%B6rlitz_Garden_Realm
Wuppertal,,,Germany,,Arboretum Burgholz,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Arboretum_Burgholz
Wuppertal,,,Germany,,Botanischer Garten Wuppertal,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_Wuppertal
Würzburg,,,Germany,,Botanischer Garten der Universität Würzburg,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_Germany,https://en.wikipedia.org/wiki/Botanischer_Garten_der_Universit%C3%A4t_W%C3%BCrzburg
,,,India,,Amphibians,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_amphibians_of_India
,,,India,,Butterflies,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_butterflies_of_India
,,,India,,Endangered animals,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_endangered_animals_in_India
,,,India,,Mammals,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_mammals_of_India
,,,India,,Molluscs,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_non-marine_molluscs_of_India
,,,India,,Odonates,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_Odonata_species_of_India
,,,India,,Reptiles,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_reptiles_of_India
,,,India,,Spiders,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_spiders_of_India
,,,India,,Tiger beetles,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_Cicindelidae_from_India
,,,India,,Biosphere reserves,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Biosphere_reserves_of_India
,,,India,,Communal forests,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Communal_forests_of_India
,,,India,,Conservation areas,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Conservation_areas_of_India
,,,India,,Conservation and community reserves,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Conservation_reserves_and_community_reserves_of_India
,,,India,,Elephant reserves,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Project_Elephant#Elephant_reserves
,,,India,,National parks,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_national_parks_of_India
,,,India,,Private protected areas,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Private_protected_areas_of_India
,,,India,,Ramsar Sites,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_Ramsar_sites_in_India
,,,India,,Reserved and protected forests,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Reserved_forests_and_protected_forests_of_India
,,,India,,Tiger reserves,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Tiger_reserves_of_India
,,,India,,Wildlife sanctuaries,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Wildlife_sanctuaries_of_India
,,,India,,Cheetah,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Cheetah_reintroduction_in_India
,,,India,,Dolphin,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Project_Dolphin_(India)
,,,India,,Elephant,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Project_Elephant
,,,India,,Indian Forest Act 1927,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,"https://en.wikipedia.org/wiki/Indian_Forest_Act,_1927"
,,,India,,Wildlife Protection Act 1972,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,"https://en.wikipedia.org/wiki/Wild_Life_(Protection)_Act,_1972"
,,,India,,Wildlife Protection Act 2002,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,"https://en.wikipedia.org/wiki/Wild_Life_(Protection)_Amendment_Act,_2002"
,,,India,,Centre for Environment Education,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Centre_for_Environment_Education
,,,India,,Central Zoo Authority,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Central_Zoo_Authority
,,,India,,Forest Survey of India,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Forest_Survey_of_India
,,,India,,Indian Institute of Forest Management,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Indian_Institute_of_Forest_Management
,,,India,,Indian Council of Forestry Research and Education,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Indian_Council_of_Forestry_Research_and_Education
,,,India,,Institute of Forest Genetics and Tree Breeding,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Institute_of_Forest_Genetics_and_Tree_Breeding
,,,India,,Ministry of Environment and Forests,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,"https://en.wikipedia.org/wiki/Ministry_of_Environment,_Forest_and_Climate_Change"
,,,India,,National Biodiversity Authority,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Biodiversity_Authority
,,,India,,National Centre for Sustainable Coastal Management,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Centre_for_Sustainable_Coastal_Management
,,,India,,National Forest Academy,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Forest_Academy
,,,India,,National Institute of Animal Welfare,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Institute_of_Animal_Welfare
,,,India,,National Museum of Natural History,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Museum_of_Natural_History
,,,India,,National Tiger Conservation Authority,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Tiger_Conservation_Authority
,,,India,,Salim Ali Centre for Ornithology and Natural History,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Salim_Ali_Centre_for_Ornithology_and_Natural_History
,,,India,,Tropical Botanic Garden and Research Institute,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Tropical_Botanic_Garden_and_Research_Institute
,,,India,,Wildlife Institute of India,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Wildlife_Institute_of_India
,,,India,,Convention on International Trade in Endangered Species,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Convention_on_International_Trade_in_Endangered_Species
,,,India,,International Union for Conservation of Nature,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/International_Union_for_Conservation_of_Nature
,,,India,,South Asian Zoo Association for Regional Cooperation,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/South_Asian_Zoo_Association_for_Regional_Cooperation
,,,India,,World Animal Protection,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/World_Animal_Protection
,,,India,,World Association of Zoos and Aquariums,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/World_Association_of_Zoos_and_Aquariums
,,,India,,World Wide Fund for Nature,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/World_Wide_Fund_for_Nature
,,,India,,Environmental issues,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Environmental_issues_in_India
,,,India,,Fossil parks,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Fossil_parks_in_India
,,,India,,Forestry,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Forestry_in_India
,,,India,,Natural history,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Indian_natural_history
,,,India,,Tourism,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Tourism_in_India
,,,India,,Ecoregions,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_ecoregions_in_India
,,,India,,States by wildlife population,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_Indian_states_by_wildlife_population
,,,India,,Zoological gardens,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_zoos_in_India
,,,India,,Arid Forest Research Institute,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Arid_Forest_Research_Institute
,,,India,,Indian Council of Forestry Research and Education,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Indian_Council_of_Forestry_Research_and_Education
,,,India,,List of botanical gardens,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/List_of_botanical_gardens
,,,India,,Ministry of Environment and Forests (India),,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Ministry_of_Environment_and_Forests_(India)
,,,India,,Alipore Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Alipore_Zoo
,,,India,,Amirthi Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Amirthi_Zoological_Park
,,,India,,Arignar Anna Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Arignar_Anna_Zoological_Park
,,,India,,Assam State Zoo cum Botanical Garden,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Assam_State_Zoo_cum_Botanical_Garden
,,,India,,Bannerghatta Biological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Bannerghatta_Biological_Park
,,,India,,Chennai Snake Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Chennai_Snake_Park
,,,India,,G. B. Pant High Altitude Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/G._B._Pant_High_Altitude_Zoo
,,,India,,Gopalpur Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Gopalpur_Zoo
,,,India,,Gorewada Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Gorewada_Zoo
,,,India,,Gulab Bagh and Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Gulab_Bagh_and_Zoo
,,,India,,Indira Gandhi Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Indira_Gandhi_Zoological_Park
,,,India,,Jaipur Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Jaipur_Zoo
,,,India,,Jawaharlal Nehru Biological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Biological_Park
,,,India,,Jijamata Udyaan,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Jijamata_Udyaan
,,,India,,Kamla Nehru Prani Sangrahalay,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Kamla_Nehru_Prani_Sangrahalay
,,,India,,Kanpur Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Kanpur_Zoological_Park
,,,India,,Kurumbapatti Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Kurumbapatti_Zoological_Park
,,,India,,Madras Crocodile Bank,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Madras_Crocodile_Bank
,,,India,,Mahendra Chaudhary Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Mahendra_Chaudhary_Zoological_Park
,,,India,,Marble Palace Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Marble_Palace_Zoo
,,,India,,Mysore Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Mysore_Zoo
,,,India,,Nandankanan Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Nandankanan_Zoological_Park
,,,India,,Nagaland Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Nagaland_Zoological_Park
,,,India,,National Zoological Park Delhi,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/National_Zoological_Park_Delhi
,,,India,,Nawab Wajid Ali Shah Prani Udyan,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Nawab_Wajid_Ali_Shah_Prani_Udyan
,,,India,,Nehru Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Nehru_Zoological_Park
,,,India,,Padmaja Naidu Himalayan Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Padmaja_Naidu_Himalayan_Zoological_Park
,,,India,,Parassinikkadavu Snake Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Parassinikkadavu_Snake_Park
,,,India,,Rajiv Gandhi Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Rajiv_Gandhi_Zoological_Park
,,,India,,Sajjangarh Biological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Sajjangarh_Biological_Park
,,,India,,Sakkarbaug Zoological Garden,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Sakkarbaug_Zoological_Garden
,,,India,,Sanjay Gandhi Jaivik Udyan,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Sanjay_Gandhi_Jaivik_Udyan
,,,India,,Sri Venkateswara Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Sri_Venkateswara_Zoological_Park
,,,India,,Tata Steel Zoological Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Tata_Steel_Zoological_Park
,,,India,,Thiruvananthapuram Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Thiruvananthapuram_Zoo
,,,India,,Thrissur Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Thrissur_Zoo
,,,India,,VOC park and zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/VOC_park_and_zoo
,,,India,,Warangal Zoo,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Warangal_Zoo
,,,India,,Etawah Safari Park,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Etawah_Safari_Park
,,,India,,Tiger and Lion Safari,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Tiger_and_Lion_Safari
,,,India,,Bengaluru Aquarium,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Bengaluru_Aquarium
,,,India,,Jagdishchandra Bose Aquarium,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Jagdishchandra_Bose_Aquarium
,,,India,,Marine Kingdom,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Marine_Kingdom
,,,India,,Taraporewala Aquarium,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Taraporewala_Aquarium
,,,India,,Central Zoo Authority,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Central_Zoo_Authority
,,,India,,Indian Institute of Forest Management,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Indian_Institute_of_Forest_Management
,,,India,,South Asian Zoo Association for Regional Cooperation,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/South_Asian_Zoo_Association_for_Regional_Cooperation
,,,India,,Wildlife Institute of India,,,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_in_India,https://en.wikipedia.org/wiki/Wildlife_Institute_of_India
