region,country,name,alt_name,source
Europe,United States,Water Conservation Garden,,IABG
Europe,United States,Webster Arboretum,,IABG
Europe,United States,Wegerzyn Gardens MetroPark,,IABG
Europe,United States,Wellesley College Botanic Gardens,,IABG
Europe,United States,Wellfield Botanic Gardens,,IABG
Europe,United States,West Virginia Botanic Garden,,IABG
Europe,United States,Western Colorado Botanical Gardens,,IABG
Europe,United States,Western Kentucky Botanical Garden,,IABG
Europe,United States,Wilbur D. May Arboretum & Botanical Garden,,IABG
Europe,United States,Williamsburg Botanical Garden,,IABG
Europe,United States,Willowwood Arboretum,,IABG
Europe,United States,WRAL Azalea Gardens,,IABG
Europe,United States,Yew Dell Botanical Gardens,,IABG
Europe,Virgin Islands,Joseph Reynold O'Neal Botanic Gardens,,IABG
Europe,Virgin Islands,St. George Village Botanic Garden,,IABG
Europe,Virgin Islands,Water Isle Botanical Garden,,IABG
Europe,Argentina,"Arboretum De La Facultad De Agronomía Y Zootacnia, Universidad Nacional de Tucumán",,IABG
Europe,Argentina,Arboretum Grigadale,,IABG
Europe,Argentina,Jardín Agrobotánico De Santa Catalina,,IABG
Europe,Argentina,"Jardín Botánico ""Arturo E. Ragonese""",,IABG
Europe,Argentina,Jardín Botánico Aníbal Oscar Carnevalini,Ca'a pora',IABG
Europe,Argentina,Jardín Botánico Cascada Escondida,,IABG
Europe,Argentina,Jardín Botánico De Altura,,IABG
Europe,Argentina,Jardín Botánico De Bahía Blanca,,IABG
Europe,Argentina,Jardín Botánico De Chacras De Coria,,IABG
Europe,Argentina,Jardín Botánico De Ciencias Agropecuarias,,IABG
Europe,Argentina,Jardín Botánico De Córdoba,,IABG
Europe,Argentina,Jardín Botánico De La Ciudad De Buenos Aires Carlos Thays,,IABG
Europe,Argentina,Jardín Botánico De La Fundación Miguel Lillo,,IABG
Europe,Argentina,Jardín Botánico De La Patagonia Extraandina,,IABG
Europe,Argentina,Jardín Botánico De La Universidad Nacional De San Luis,,IABG
Europe,Argentina,Jardín Botánico De La Universidad San Pablo Tucumán,USP-T,IABG
Europe,Argentina,Jardín Botánico Delárido Patagonico,,IABG
Europe,Argentina,Jardín Botánico Edgardo N. Orfila,,IABG
Europe,Argentina,Jardín Botánico El Pantanillo,,IABG
Europe,Argentina,Jardín Botánico Gaspar Xuarez SJ,,IABG
Europe,Argentina,Jardín Botánico Lorenzo R. Parodi,,IABG
Europe,Argentina,Jardín Botánico Lucien Hauman,,IABG
Europe,Argentina,Jardín Botánico Municipal De San Carlos Centro,,IABG
Europe,Argentina,Jardín Botánico Municipal YVY Porá,,IABG
Europe,Argentina,Jardín Botánico Oro Verde,,IABG
Europe,Argentina,Jardín Botánico Pillahuincó,,IABG
Europe,Argentina,Jardín Botánico Provincial De La Pampa,,IABG
Europe,Argentina,Jardín Botánico Selvamisionera,,IABG
Europe,Argentina,Jardín Botánico Y Arboretum Carlos Spegazzin,,IABG
Europe,Argentina,Jardín Didáctico De Especies Nativas,,IABG
Europe,Bolivia,"Jardin Botanico ""La Paz""",,IABG
Europe,Bolivia,Jardin Botanico de Santa Cruz,,IABG
Europe,Bolivia,Jardin Botanico 'Martin Cardenas',,IABG
Europe,Bolivia,Jardin Botanico Purani Churiquimbaya,Sorata,IABG
Europe,Brazil,Botanical Garden Foundation of Pocos de Caldas,,IABG
Europe,Brazil,Botanical Garden of the UFRJ National Museum,,IABG
Europe,Brazil,Instituto De Pesquisas Jardim Botanico Do Rio De Janeiro,,IABG
Europe,Brazil,Jardim Botanico Amália Hermano Teixeira,,IABG
Europe,Brazil,Jardim Botanico Benjamim Maranh？o,,IABG
Europe,Brazil,Jardim Botanico da Cidade do Recife,,IABG
Europe,Brazil,Jardim Botanico da Fundacao ZooBotanica De Belo Horizonte,,IABG
Europe,Brazil,Jardim Botanico da Funda？？o Zoobotanica do Rio Grande do Sul,,IABG
Europe,Brazil,Jardim Botanico da Universidade Federal Rural University,,IABG
Europe,Brazil,Jardim Botanico da Universidade Univille,,IABG
Europe,Brazil,Jardim Botanico de Brasilia,,IABG
Europe,Brazil,Jardim Botanico de Caxias do Sul,,IABG
Europe,Brazil,Jardim Botanico de Jundiaí - Valmor de Souza,,IABG
Europe,Brazil,Jardim Botanico de Londrina,,IABG
Europe,Brazil,Jardim Botanico de Manaus Adolpho Ducke,,IABG
Europe,Brazil,Jardim Botanico de Mato Grosso,,IABG
Europe,Brazil,Jardim Botanico de Niteroi,,IABG
Europe,Brazil,Jardim Botanico de Paulinia,,IABG
Europe,Brazil,Jardim Botanico de Pipa,,IABG
Europe,Brazil,Jardim Botanico de Salvador,,IABG
Europe,Brazil,Jardim Botanico de S？o Paulo,,IABG
Europe,Brazil,Jardim Botanico do Instituto Agronomico De Campinas,,IABG
Europe,Brazil,Jardim Botanico do Instituto de Biociências da UNESP- Botucatu,,IABG
Europe,Brazil,Jardim Botanico do Rio de Janeiro,,IABG
Europe,Brazil,Jardim Botanico Inhotim,,IABG
Europe,Brazil,Jardim Botanico Municipal De Bauru,,IABG
Europe,Brazil,"Jardim Botanico Municipal de Santos ""Chico Mendes""",,IABG
Europe,Brazil,Jardim Botanico Municipal de S？o José,,IABG
Europe,Brazil,Jardim Botanico Municipal Francisca Maria Garfunkel Rischbieter,,IABG
Europe,Brazil,Jardim Botanico Plantarum,JBP,IABG
Europe,Brazil,Jardim Zoobotanico Municipal de Franca,,IABG
Europe,Brazil,Lajeado Botanic Gardens,,IABG
Europe,Brazil,Museu De Biologia Prof. Mello Leit？o,,IABG
Europe,Brazil,Museu De Historia Natural E Jardim Botanico Da Ufmg,,IABG
Europe,Brazil,Museu Paraense Emílio Goeldi,MG,IABG
Europe,Brazil,Native Plant Experimental Garden,,IABG
Europe,Brazil,Neotropicum Botanical Gardens,,IABG
Europe,Brazil,Parque Botanico do Ceará,,IABG
Europe,Brazil,Parque Zoobotanico Getulio Vargas,,IABG
Europe,Brazil,Parque Zoobotanico Orquidario Municipal de Santos,,IABG
Europe,Brazil,Santa Maria Federal University Botanic Gardens,,IABG
Europe,Brazil,The Francisca Maria Garfunkel Rischbieter Municipal Botanical Garden,,IABG
Europe,Brazil,Zoo-Botanic Foundation of Belo Horizonte,,IABG
Europe,Brazil,Arboretum Antumapu,,IABG
Europe,Brazil,Arboretum De Valdivia,,IABG
Europe,Brazil,Arboretum Frutillar,,IABG
Europe,Chile,"Arboretum, Institute of Silviculture, Forestry Faculty",,IABG
Europe,Chile,Botanic Garden of Talca University,,IABG
Europe,Chile,"Department of Forestry, Arboretum Rinconada",,IABG
Europe,Chile,Jardan Botanico UACH,,IABG
Europe,Chile,"Jardin Botanico ""Carl Skottsberg""",,IABG
Europe,Chile,Jardin Botanico Chagual,,IABG
Europe,Chile,Jardin Botanico Universidad de Talca,,IABG
Europe,Chile,"Jardin Botanico, Instituto de Botanica",,IABG
Europe,Chile,Parque & Jardin Botanico de Coronel,Coronel Botanical Garden Park,IABG
Europe,Chile,Parque Botanico Hualpen,Hualpen Botanical Park,IABG
Europe,Chile,Parque Etnobotánico Omora,Omora Ethnobotanical Park,IABG
Europe,Colombia,Fundación Jardín Etnobotánico Villa Ludovica,Ethnobotanical Garden Villa Ludovica Foundation,IABG
Europe,Colombia,"Jardin Botanico ""Alejandro von Humboldt""",,IABG
Europe,Colombia,"Jardin Botanico ""Guillermo Pineres""",,IABG
Europe,Colombia,"Jardin Botanico ""Joaquin Antonio Uribe""",Jardín Botánico de Medellín,IABG
Europe,Colombia,"Jardin Botanico ""Juan Maria Cespedes""",,IABG
Europe,Colombia,"Jardin Botanico Alejandro Humboldt de Marsella, Risaralda",,IABG
Europe,Colombia,Jardin Botanico Costa del Pacifico,,IABG
Europe,Colombia,Jardin Botanico de Bogota Jose Celestino Mutis,,IABG
Europe,Colombia,Jardin Botanico de Cali,,IABG
Europe,Colombia,Jardin Botanico de Cordoba,,IABG
Europe,Colombia,Jardin Botanico de Fundación Universitaria de Popayan,,IABG
Europe,Colombia,Jardin Botanico de Jotaudo,,IABG
Europe,Colombia,Jardin Botanico de Palmira,,IABG
Europe,Colombia,Jardin Botanico de Plantas Medicinales,,IABG
Europe,Colombia,Jardin Botanico de Popayan,,IABG
Europe,Colombia,Jardin Botanico de San Andres,,IABG
Europe,Colombia,Jardin Botanico del Quindio,,IABG
Europe,Colombia,Jardin Botanico Eloy Valenzuela,,IABG
Europe,Colombia,Jardin Botanico Guillermo Pineres,,IABG
Europe,Colombia,Jardín Botánico Quinta de San Pedro Alejandrino,,IABG
Europe,Colombia,Jardín Botánico San Jorge,,IABG
Europe,Colombia,Jardín Botánico Uniminuto,,IABG
Europe,Colombia,Jardin Botanico Universidad de Caldas,,IABG
Europe,Colombia,Jardin Botanico Universidad Tecnologica de Pereira,,IABG
Europe,Colombia,Jardin Botanico y Reserva Natural El Refugio Torremolinos,Botanical Garden and Natural Reserve El Refugio Torremolinos,IABG
Europe,Colombia,Parque Jardin Botanico de Neiva Bertha Hernandez de Ospina,,IABG
Europe,Dominica,Carib Territory Botanic Garden,,IABG
Europe,Dominica,Roseau Botanic Gardens,Dominica Botanic Garden,IABG
Europe,Dominica,Jardin Botanico “Reinaldo Espinosa”,,IABG
Europe,Dominica,Jardin Botanico Atocha-La Liria,,IABG
Europe,Ecuador,Jardin Botanico de Guayaquil,,IABG
Europe,Ecuador,Jardin Botanico de Portoviejo,,IABG
Europe,Ecuador,Jardin Botanico de Quito,,IABG
Europe,Ecuador,Jardin Botanico el Padmi,,IABG
Europe,Ecuador,Jardin Botanico Hacienda Verde,Ethnobotanical Garden of Andean fruits,IABG
Europe,Ecuador,Jardin Botanico Huertos La Macarena,,IABG
Europe,Ecuador,Jardin Botanico Ishpingo,,IABG
Europe,Ecuador,Jardin Botanico Jatun Sisa,,IABG
Europe,Ecuador,Jardin Botanico Las Orquideas,,IABG
Europe,Ecuador,Jardin Botanico Milpe,,IABG
Europe,Ecuador,Jardin Botanico Padre Julio Marrero,,IABG
Europe,Ecuador,Jardin Botanico Piatua,,IABG
Europe,Ecuador,Jardin Botanico Reinaldo Espinosa,,IABG
Europe,Ecuador,Jardin Botanico Tropical Mutile,,IABG
Europe,Ecuador,Jardin Botanico Unorcac,,IABG
Europe,Ecuador,Jardin Botanico Yachay,,IABG
Europe,Ecuador,Jardin Tropical de Esmeraldas,,IABG
Europe,Ecuador,Parque Etnobotanico Omaere,,IABG
Europe,Ecuador,The UGA Latin American Ethnobotanical Garden,,IABG
Europe,French Guiana,Institut de Botanique de Cayenne,,IABG
Europe,French Guiana,Jardin Botanique Municipal de Cayenne,,IABG
Europe,Guadeloupe,Jardin Exotique du Fort Napoleon,Exotic Garden of Fort Napoleon,IABG
Europe,Guyana,Georgetown Botanical Gardens,,IABG
Europe,Montserrat,National Botanic Garden,,IABG
Europe,Montserrat,Botanical Gardens of Nevis,,IABG
Europe,Panama,Finca Los Monos Botanical Garden,Botanical Garden Bocas Del Toro,IABG
Europe,Panama,Jardin Botanico Summit,,IABG
Europe,Paraguay,Jardin Botanico Y Zoologico de Asuncion,JBZA,IABG
Europe,Paraguay,Jardin de Aclimatacion de FCQ,,IABG
Europe,Peru,Arboretum Jenaro Herrera,,IABG
Europe,Peru,Jardin Botanico,Jardin Botanico de Tingo Maria,IABG
Europe,Peru,Jardín botánico Andino Pitunilla,,IABG
Europe,Peru,Jardin Botanico de Lima,,IABG
Europe,Peru,Jardin Botanico del Parque de Las Leyendas,Parque de Las Leyendas,IABG
Europe,Peru,Jardin Botanico Octavio Velarde,,IABG
Europe,Peru,Jardin Botanico UNHEVAL,,IABG
Europe,Peru,Jardín Etnobotánico Nugkui,Ethnobotanical Garden Nugkui,IABG
Europe,Peru,Jardín Etnobotánico Pisaq,Pisac Ethnobotanical Garden,IABG
Europe,Peru,"Museo de Historia Natural ""Javier Prado""",,IABG
Europe,Suriname,Stichting Nationale Parken,Stichting Samenwerkingsverband Nationale Parken,IABG
Europe,Uruguay,"Museo y Jardin Botanico ""Prof Atilio Lombardo""",,IABG
Europe,Venezuela,Fundacion Jardin Botanico del Orinoco,,IABG
Europe,Venezuela,Fundacion Jardin Botanico Unellez,,IABG
Europe,Venezuela,Jardin Botanico de Caracas,,IABG
Europe,Venezuela,Jardin Botanico de la Universidad Central,,IABG
Europe,Venezuela,Jardin Botanico de Maracaibo,,IABG
Europe,Venezuela,Jardin Botánico de Mérida,,IABG
Europe,Venezuela,Jardín Botánico Naguanagua y Herbario de Carabobo,,IABG
Europe,Venezuela,Jardin Botanico San Juan de Lagunillas,,IABG
Europe,Venezuela,Jardin Botanico Xerofitico de Coro,,IABG
Europe,Venezuela,"Jardin Botanico, Escuela de Agronomia",,IABG
Oceania,Austrilia,Albury Botanic Garden,,IABG
Oceania,Austrilia,Anderson Gardens,Townsville Botanic Gardens,IABG
Oceania,Austrilia,Araluen Botanic Park,,IABG
Oceania,Austrilia,Atherton Arboretum,,IABG
Oceania,Austrilia,Auburn Botanical Gardens,,IABG
Oceania,Austrilia,Australian Arid Lands Botanic Garden,,IABG
Oceania,Austrilia,Australian Botanic Gardens Shepparton,,IABG
Oceania,Austrilia,Australian Inland Botanic Garden,,IABG
Oceania,Austrilia,Australian National Botanic Gardens,,IABG
Oceania,Austrilia,Ballarat Botanical Gardens,,IABG
Oceania,Austrilia,Benalla Botanical Gardens,,IABG
Oceania,Austrilia,Bendigo Botanic Gardens,,IABG
Oceania,Austrilia,Booderee Botanic Gardens,,IABG
Oceania,Austrilia,Botanic Gardens and Centennial Parklands,,IABG
Oceania,Austrilia,Botanic Gardens of South Australia,,IABG
Oceania,Austrilia,Brisbane Botanic Gardens,,IABG
Oceania,Austrilia,Bundaberg Botanic Gardens,,IABG
Oceania,Austrilia,Buninyong Botanic Gardens,,IABG
Oceania,Austrilia,Burnley Gardens,,IABG
Oceania,Austrilia,Burrendong Botanic Garden and Arboretum,,IABG
Oceania,Austrilia,Burringbar Botanic Gardens,,IABG
Oceania,Austrilia,Camperdown Botanic Gardens and Arboretum,,IABG
Oceania,Austrilia,Castlemaine Botanical Gardens,,IABG
Oceania,Austrilia,Colac Botanic Gardens,,IABG
Oceania,Austrilia,Cooktown Botanic Gardens,,IABG
Oceania,Austrilia,Coolgardie Arboretum,,IABG
Oceania,Austrilia,Currency Creek Arboretum,,IABG
Oceania,Austrilia,Dame Elisabeth Murdoch Arboretum,,IABG
Oceania,Austrilia,Dandenong Ranges Botanic Garden,previously National Rhododendron Garden,IABG
Oceania,Austrilia,Dubbo Regional Botanic Garden,,IABG
Oceania,Austrilia,Dunkeld Arboretum,,IABG
Oceania,Austrilia,E G Waterhouse National Camellia Gardens,,IABG
Oceania,Austrilia,East Gippsland Indigenous Plant Garden,,IABG
Oceania,Austrilia,Emerald Botanic Gardens,,IABG
Oceania,Austrilia,Eurobodalla Regional Botanic Gardens,,IABG
Oceania,Austrilia,Fairhill Native Plants & Botanic Gardens,,IABG
Oceania,Austrilia,Flecker Botanic Gardens,Cairns Botanic Gardens,IABG
Oceania,Austrilia,Geelong Botanic Gardens,,IABG
Oceania,Austrilia,George Brown Darwin Botanic Gardens,,IABG
Oceania,Austrilia,George Pentland Botanic Gardens,,IABG
Oceania,Austrilia,George Tindale Memorial Gardens,,IABG
Oceania,Austrilia,Gisborne Botanic Gardens,,IABG
Oceania,Austrilia,Gold Coast Regional Botanic Gardens,,IABG
Oceania,Austrilia,Goondiwindi Botanic Gardens,,IABG
Oceania,Austrilia,Great Sandy Region Botanic Gardens,Harvey Bay Botanical Gardens,IABG
Oceania,Austrilia,Hamilton Botanic Gardens,,IABG
Oceania,Austrilia,Helms Arboretum,,IABG
Oceania,Austrilia,Horsham Botanic Gardens,,IABG
Oceania,Austrilia,Hunter Region Botanic Gardens,,IABG
Oceania,Austrilia,Ingham Memorial Botanical Gardens,,IABG
Oceania,Austrilia,Keilor Botanic Gardens,,IABG
Oceania,Austrilia,Kholo Botanic Gardens,,IABG
Oceania,Austrilia,Kings Park and Botanic Garden,,IABG
Oceania,Austrilia,Koroit Botanic Gardens,,IABG
Oceania,Austrilia,Ku-ring-gai Wildflower Garden,,IABG
Oceania,Austrilia,Kyneton Botanic Gardens,,IABG
Oceania,Austrilia,Lismore Rainforest Botanic Gardens,,IABG
Oceania,Austrilia,Lord Howe Island Botanic Garden,,IABG
Oceania,Austrilia,Mackay Regional Botanic Gardens,,IABG
Oceania,Austrilia,Maleny Botanic Gardens and Bird World,,IABG
Oceania,Austrilia,Malmsbury Botanical Gardens,,IABG
Oceania,Austrilia,Maroochy Regional Bushland Botanic Garden,,IABG
Oceania,Austrilia,Melton Botanic Garden,,IABG
Oceania,Austrilia,Mount Dandenong Arboretum,,IABG
Oceania,Austrilia,Myall Park Botanic Garden,,IABG
Oceania,Austrilia,National Arboretum Canberra,,IABG
Oceania,Austrilia,Noosa Botanic Gardens,,IABG
Oceania,Austrilia,Norfolk Island Botanic Gardens,,IABG
Oceania,Austrilia,North Coast Regional Botanic Garden,,IABG
Oceania,Austrilia,Olive Pink Botanic Garden,,IABG
Oceania,Austrilia,Orange Botanic Gardens,,IABG
Oceania,Austrilia,Penshurst Botanic Gardens,,IABG
Oceania,Austrilia,Peter Francis Points Arboretum,,IABG
Oceania,Austrilia,Phillips Botanical Gardens,,IABG
Oceania,Austrilia,Picton Botanical Gardens,,IABG
Oceania,Austrilia,Port Fairy Botanic Gardens,,IABG
Oceania,Austrilia,Portland Botanical Gardens,,IABG
Oceania,Austrilia,Queens Park and Botanic Gardens,,IABG
Oceania,Austrilia,Redcliffe Botanic Gardens,,IABG
Oceania,Austrilia,Rockhampton Botanic Gardens,,IABG
Oceania,Austrilia,Royal Botanic Gardens Victoria,,IABG
Oceania,Austrilia,Royal Tasmanian Botanical Gardens,,IABG
Oceania,Austrilia,Sale Botanic Gardens,,IABG
Oceania,Austrilia,Sherwood Arboretum,,IABG
Oceania,Austrilia,Shoalhaven Heads Native Botanic Garden,,IABG
Oceania,Austrilia,Southern Highlands Botanic Gardens,,IABG
Oceania,Austrilia,St Kilda Botanical Gardens,,IABG
Oceania,Austrilia,Stony Range Regional Botanic Gardens,,IABG
Oceania,Austrilia,Tamworth Regional Botanic Garden,,IABG
Oceania,Austrilia,Terowie Arid Lands Botanical Garden,,IABG
Oceania,Austrilia,The Botanical Ark,,IABG
Oceania,Austrilia,The Palmetum,,IABG
Oceania,Austrilia,The Tasmanian Arboretum,,IABG
Oceania,Austrilia,"The University of Melbourne, The System Garden",,IABG
Oceania,Austrilia,Tondoon Botanic Gardens,,IABG
Oceania,Austrilia,Tweed Botanic Gardens,,IABG
Oceania,Austrilia,Wagga Wagga Botanic Gardens,,IABG
Oceania,Austrilia,Waite Arboretum,,IABG
Oceania,Austrilia,Warrnambool Botanic Gardens,,IABG
Oceania,Austrilia,Williamstown Botanic Gardens,,IABG
Oceania,Austrilia,Wollongong Botanic Gardens,,IABG
Oceania,Austrilia,Wombat Hill Botanical Gardens,,IABG
Oceania,Fiji,Savurua Botanical Gardens,,IABG
Oceania,Fiji,The Botanical Gardens of the Universtiy of the South Pacific,,IABG
Oceania,Fiji,Thurston Gardens,Suva Botanical Gardens,IABG
Oceania,New Zealand,Auckland Botanic Gardens,,IABG
Oceania,New Zealand,Bason Botanic Gardens,,IABG
Oceania,New Zealand,Christchurch Botanic Gardens,,IABG
Oceania,New Zealand,Dunedin Botanic Garden,,IABG
Oceania,New Zealand,Eastwoodhill Arboretum,,IABG
Oceania,New Zealand,Hackfalls Arboretum,,IABG
Oceania,New Zealand,Massey University Arboretum and Gardens,,IABG
Oceania,New Zealand,Otari-Wilton's Bush Native Botanic Garden,,IABG
Oceania,New Zealand,Timaru Botanic Garden,,IABG
Oceania,New Zealand,Wellington Botanic Garden,,IABG
Oceania,Papua New Guinea,Lae National Botanical Gardens,,IABG
Oceania,Papua New Guinea,Lipizauga Botanical Sanctuary,,IABG
Oceania,Papua New Guinea,Port Moresby Nature Park,,IABG
Oceania,Samoa,Vailima Botanical Garden Reserve,,IABG
Oceania,Solomon Islands,Honiara Botanic Gardens,,IABG
Oceania,Vanuatu,Rainbow Botanic Gardens,,IABG
Oceania,Vanuatu,Botanic Gardens and Centennial Parklands,Blue Mountains Botanic Garden Mount Tomah,IABG
Oceania,Vanuatu,Botanic Gardens and Centennial Parklands,The Australian Botanic Garden Mount Annan,IABG
Oceania,Vanuatu,Botanic Gardens and Centennial Parklands,The Royal Botanic Garden Sydney,IABG
Oceania,Vanuatu,Botanic Gardens of South Australia,Adelaide Botanic Garden,IABG
Oceania,Vanuatu,Botanic Gardens of South Australia,Mount Lofty Botanic Garden,IABG
Oceania,Vanuatu,Botanic Gardens of South Australia,Wittunga Botanic Garden,IABG
Oceania,Vanuatu,Brisbane Botanic Gardens,Brisbane Botanic Gardens Mt Coot-tha,IABG
Oceania,Vanuatu,Brisbane Botanic Gardens,City Botanic Gardens,IABG
Oceania,Vanuatu,Royal Botanic Gardens Victoria,Cranbourne Gardens,IABG
Oceania,Vanuatu,Royal Botanic Gardens Victoria,Melbourne Gardens,IABG
