region,country,name,alt_name,source
Africa,Algeria,Jardin Botanique de Universite d‘Alger,Botanical Garden of Algiers University,IABG
Africa,Algeria,Jardin Botanique du Hamma,Botanical Garden Hamma,IABG
Africa,Algeria,"Jardin Botanique, L'Unite de Recherches sur les Zones Arides",Botanical Garden of The Drylands Research Unit,IABG
Africa,Angola,"Botanic Garden of Salazar and Floristic Reserve, Instituto de Investigacao Agronomica de Angola",,IABG
Africa,Benin,Botanic Garden of Papatia,,IABG
Africa,Benin,Jardin Botanique et Zoologique de l'Université d'Abomey-Calavi（Botanical and Zoological Garden of the University of Abomey-Calavi）,,IABG
Africa,Benin,Jardin des Plantes et de la Nature（Garden of Plants and Nature）,,IABG
Africa,Botswana,National Botanical Garden,Botswana,IABG
Africa,Burkina Faso,Direction Generale des Eaux et Forets（Directorate General of Waters and Forests）,,IABG
Africa,Burundi,Jardin Botanique de l'Institut des Siences Agronomique du Burundi,Botanical Garden of Institute of Agronomic Sciences of Burundi,IABG
Africa,Burundi,Jardin Botanique de l'Universite du Burundi（Botanical Garden of the University of Burundi）,,IABG
Africa,Cameroon,Bafut Botanic Garden,,IABG
Africa,Cameroon,Limbe Botanic Garden,,IABG
Africa,Cameroon,Yaounde Botanic Garden,,IABG
Africa,Cape Verde,Jardim Botanico Nacional `L. Grandvaux Barbosa`,National Botanical Garden `L. Grandvaux Barbosa`,IABG
Africa,Congo,Centre d'Etude sur les Resources Vegetables,Study Center on Vegetable Resources,IABG
Africa,Democratic Republic of the Congo,Jardin Botanique de Kinshasa,Botanical Garden of Kinshasa,IABG
Africa,Democratic Republic of the Congo,Jardin Botanique de Kisantu,Botanical Garden of Kisantu,IABG
Africa,Democratic Republic of the Congo,Jardin Zoologique et Botanique d‘Eala,Zoological and Botanical Garden of Eala,IABG
Africa,Egypt,Aswan Botanic Garden,,IABG
Africa,Egypt,"Botanic Garden Botany Department, University of Alexandria Moharram Bey",,IABG
Africa,Egypt,El Saff Botanic Garden,,IABG
Africa,Egypt,Orman Botanic Garden,,IABG
Africa,Egypt,Qubba Botanic Garden,,IABG
Africa,Egypt,Shehab Mazhar Barageel Garden,,IABG
Africa,Egypt,Zohria Trial Gardens,,IABG
Africa,Ethiopia,Alemaya Arboretum,,IABG
Africa,Ethiopia,Botanic Garden of KCTE（Kotebe College of Teacher Education）,,IABG
Africa,Ethiopia,Gullele Botanic Garden,,IABG
Africa,Ethiopia,Phytochemical Project Botanical Garden,,IABG
Africa,Ethiopia,Shashemene Botanic Garden,,IABG
Africa,Ethiopia,Wondo Genet College Arboretum,,IABG
Africa,Gabon,Arboretum de Sibangu,,IABG
Africa,Gambia,Bakau Botanical Garden,,IABG
Africa,Ghana,Aburi Botanic Garden,,IABG
Africa,Ghana,Bunso Arboretum,,IABG
Africa,Ghana,Cape Coast University Botanic Garden,,IABG
Africa,Ghana,Legon Botanical Gardens,,IABG
Africa,Guinea,Conakry Botanical Garden,,IABG
Africa,Kenya,Brackenhurst Botanic Garden,,IABG
Africa,Kenya,Kaya Cum Arboretum,,IABG
Africa,Kenya,Kenya Agricultural Research Institute,KARI,IABG
Africa,Kenya,Kitale Nature Reserve,,IABG
Africa,Kenya,Maseno University Botanic Garden,,IABG
Africa,Kenya,Moi University Botanic Garden,,IABG
Africa,Kenya,Multiplant International Medicinal Conservation,,IABG
Africa,Kenya,Nairobi Arboretum,,IABG
Africa,Kenya,"National Museums of Kenya, Nairobi Botanic Garden",,IABG
Africa,Lesotho,Botanical Garden of National University of Lesotho,,IABG
Africa,Lesotho,Katse Botanic Garden,,IABG
Africa,Liberia,Monrovia Botanic Garden,,IABG
Africa,Madagascar,Arboretum d‘Antsokay,,IABG
Africa,Madagascar,Parc Botanique et Zoologique de Tsimbazaza,Botanical and Zoological Garden of Tsimbazaza,IABG
Africa,Malawi,Blantyre Synod Botanic Gardens,,IABG
Africa,Malawi,Lilongwe Botanic Garden,,IABG
Africa,Malawi,National Herbarium & Botanic Gardens of Malawi,,IABG
Africa,Mauritius,Sir Seewoosagur Ramgoolam Botanic Garden,,IABG
Africa,Mauritius,SSR Botanical Garden of Curepipe,,IABG
Africa,Morocco,Jardin Botanique de l'I.A.V.,Botanical Garden of I.A.V.,IABG
Africa,Morocco,Jardin Majorelle,Majorelle Garden,IABG
Africa,Morocco,Les Jardins Exotiques de Bouknadel,Exotic Gardens of Bouknadel,IABG
Africa,Mozambique,Eduardo Mondlane University Botanical Garden,,IABG
Africa,Mozambique,Instituto Nacional Investigacao Agronomica (INIA) Botanical Garden,,IABG
Africa,Mozambique,Tunduru Botanical Garden,,IABG
Africa,Namibia,National Botanic Garden of Namibia,,IABG
Africa,Nigeria,Abubakar Tafawa Balewa University Garden,,IABG
Africa,Nigeria,Ahmadu Bello University Botanic Gardens,,IABG
Africa,Nigeria,Botanical Garden of University of Lagos,,IABG
Africa,Nigeria,Botanical garden of Usmanu Danfodiyo University,,IABG
Africa,Nigeria,Calabar Botanic Garden and Conservation Centre,,IABG
Africa,Nigeria,CPES Biological Garden of Federal University of Technology,,IABG
Africa,Nigeria,Forest Research Institute of Nigeria (FRIN) Medicinal and Herb Gardens,,IABG
Africa,Nigeria,"Kano Botanical Garden, Bayero University",,IABG
Africa,Nigeria,Murtala Muhammed Memorial Garden,,IABG
Africa,Nigeria,Nigeria Montane Forest Project,,IABG
Africa,Nigeria,Nigeria Natural Medicine Development Agency (NNMDA) Medicinal/ Experimental Farm-Victoria Island,,IABG
Africa,Nigeria,Sarius Palmetum and Botanical Garden,,IABG
Africa,Nigeria,Shodex Botanic Garden,,IABG
Africa,Nigeria,The University of Ibadan Botanical Gardens,,IABG
Africa,Nigeria,University of Calabar Botanic Garden,,IABG
Africa,Nigeria,University of Nigeria Botanical Garden,,IABG
Africa,Nigeria,University of Port Harcourt Botanical Garden,,IABG
Africa,Reunion Island,Arboretum Office National des Forets,,IABG
Africa,Reunion Island,"Botanic Garden ""Jardin de l'Etat""",,IABG
Africa,Reunion Island,Conservatoire Botanique National de Mascarin,,IABG
Africa,Rwanda,Arboretum de Ruhande,,IABG
Africa,Rwanda,Bukavu Arboretum,,IABG
Africa,Saint Helena,Clifford Arboretum,,IABG
Africa,Saint Helena,Jardim Botanico do Bom Sucesso,Bom Sucesso Botanical Garden,IABG
Africa,Senegal,Jardin Botanique de la Faculte des Sciences,,IABG
Africa,Senegal,Jardin d'Experimentation des Plantes Utiles,J.E.P.U.,IABG
Africa,Seychelles,National Botanic Gardens Foundation,,IABG
Africa,Sierra Leone,Fourah Bay College Botanical Gardens,,IABG
Africa,South Africa,Beechwood Gardens,,IABG
Africa,South Africa,Brenthurst Garden,,IABG
Africa,South Africa,Drakensberg Botanic Garden,,IABG
Africa,South Africa,Durban Botanic Gardens,,IABG
Africa,South Africa,Free State National Botanical Garden,,IABG
Africa,South Africa,Hantam National Botanical Garden,,IABG
Africa,South Africa,Harold Porter National Botanical Garden,,IABG
Africa,South Africa,Johannesburg Botanical Garden,,IABG
Africa,South Africa,Karoo Desert National Botanical Garden,,IABG
Africa,South Africa,Kirstenbosch National Botanical Garden,,IABG
Africa,South Africa,KwaZulu-Natal National Botanical Garden,,IABG
Africa,South Africa,Kwelera National Botanical Garden,,IABG
Africa,South Africa,Lowveld National Botanical Garden,,IABG
Africa,South Africa,Makana Botanical Gardens,,IABG
Africa,South Africa,Manie van der Schijff Botanical Garden,,IABG
Africa,South Africa,North-West University Botanical Garden,,IABG
Africa,South Africa,Pretoria National Botanical Garden,,IABG
Africa,South Africa,Stellenbosch University Botanical Garden,,IABG
Africa,South Africa,The Garden Route Botanical Garden,,IABG
Africa,South Africa,Thohoyandou Botanical Garden,,IABG
Africa,South Africa,University of KwaZulu-Natal Botanical Garden,,IABG
Africa,South Africa,Walter Sisulu National Botanical Garden,,IABG
Africa,Sudan,Soba Arboertum Forest Research Institute,,IABG
Africa,Tanzania,Amani Botanical Garden,,IABG
Africa,Tanzania,Migombani Botanical Garden,,IABG
Africa,Togo,Division des Espaces Verts et des Jardins Botaniques,Division of Green Spaces and Botanical Gardens,IABG
Africa,Togo,Jardin Botanique de Bayeme,Bayeme Botanical Garden,IABG
Africa,Togo,Jardin Botanique de l'Universite du Benin,Botanical Garden of the University of Benin,IABG
Africa,Tunisia,Botanic Garden Institut National de la Recherche Agronomique de Tunisie,INRAT,IABG
Africa,Tunisia,Jardin des Plantes de la Ville de Tunis,Garden of Plants of the City of Tunis,IABG
Africa,Tunisia,Monastir Medicinal Botanic Garden,,IABG
Africa,Uganda,Entebbe Botanic Gardens,,IABG
Africa,Uganda,Makerere University Botanical Garden,,IABG
Africa,Uganda,Nature Palace Botanical Gardens,,IABG
Africa,Uganda,Tooro Botanical Gardens,,IABG
Africa,Zambia,Munda Wanga Trust Botanical Garden,,IABG
Africa,Zimbabwe,Ewanrigg Botanical Gardens,,IABG
Africa,Zimbabwe,University of Zimbabwe Botanic Garden,,IABG
Asia,Armenia,"Vanadzor Botanical Garden, National Academy of Sciences RA",,IABG
Asia,Armenia,"Yerevan Botanical Garden, National Academy of Sciences RA",,IABG
Asia,Azerbaijan,"Central Botanical Garden, Azerbaijan National Academy of Sciences",,IABG
Asia,Azerbaijan,"Institute of Dendrology, Azerbaijan National Academy of Sciences",,IABG
Asia,Bangladesh,Baldha Garden,,IABG
Asia,Bangladesh,Bangladesh Agricultural University Botanic Garden,,IABG
Asia,Bangladesh,Dhaka University Botanic Garden,,IABG
Asia,Bangladesh,National Botanical Garden of Bangladesh,,IABG
Asia,Bhutan,"Royal Botanical Garden, Serbithang",,IABG
Asia,China,Anji Bamboo Garden,,IABG
Asia,China,Arding Botanical Garden,,IABG
Asia,China,Baoding Botanical Garden,,IABG
Asia,China,Baoji Botanical Garden,,IABG
Asia,China,Beijing Botanical Garden,,IABG
Asia,China,"Beijing Botanical Garden of Institute of Botany, Chinese Academy of Sciences",,IABG
Asia,China,Beijing Medicinal Botanical Garden,,IABG
Asia,China,Beijing Teaching Botanical Garden,,IABG
Asia,China,Central China Medicinal Botanical Garden,,IABG
Asia,China,Central South Forestry University Arboretum,,IABG
Asia,China,Changbaishan Botanical Garden,,IABG
Asia,China,Changchun Forest Botanical Garden,,IABG
Asia,China,Changchun Zoological and Botanical Garden,,IABG
Asia,China,Chaozhou Botanical Garden,,IABG
Asia,China,Chengdu Botanical Garden,,IABG
Asia,China,Chenzhou Nanling Botanical Garden,,IABG
Asia,China,Chiayi Botanical Garden,,IABG
Asia,China,Chifeng Botanical Garden,,IABG
Asia,China,China National Flower Garden,,IABG
Asia,China,Chongchuan Botanical Garden,,IABG
Asia,China,Chongqing Botanical Garden,,IABG
Asia,China,Chongqing Medicinal Botanical Garden,,IABG
Asia,China,Chongqing Nanshan Botanical Garden,,IABG
Asia,China,Chongqing University Botanical Garden,,IABG
Asia,China,Dagangshan Arboretum,,IABG
Asia,China,Dalian Botanical Garden,,IABG
Asia,China,Dalian Yinggeshi Botanical Garden,,IABG
Asia,China,Datong Botanical Garden,,IABG
Asia,China,"Dinghushan Arboretum, Chinese Academy of Sciences",,IABG
Asia,China,Dongguan Botanical Garden,,IABG
Asia,China,Donghu Moshan Botanical Garden,,IABG
Asia,China,Emeishan Botanical Garden,,IABG
Asia,China,Fujian Agriculture and Forestry University Teaching Botanical Garden,,IABG
Asia,China,Fushan Botanical Garden,,IABG
Asia,China,Fuzhou Botanical Garden,,IABG
Asia,China,Gannan Arboretum,,IABG
Asia,China,Gaobeidian Botanical Garden,,IABG
Asia,China,Guangdong Pharmaceutical University Botanical Garden,,IABG
Asia,China,Guangdong Tree Garden,,IABG
Asia,China,Guangxi Academy of Forestry Arboretum,,IABG
Asia,China,Guangxi Medicinal Botanical Garden,,IABG
Asia,China,Guangxi Shishan Arboretum,,IABG
Asia,China,Guidong Botanical Garden,,IABG
Asia,China,"Guilin Botanical Garden of Guangxi Institute of Botany, Chinese Academy of Sciences",,IABG
Asia,China,Guiyang Medicinal Botanical Garden,,IABG
Asia,China,Guizhou Academy of Forestry Arboretum,,IABG
Asia,China,Guizhou Botanical Garden,,IABG
Asia,China,Guizhou Dongfeng Forest Station Arboretum,,IABG
Asia,China,Guizhou Mid-Subtropical Rare and Endangered Botanical Garden,,IABG
Asia,China,Hainan Fengmu Arboretum,,IABG
Asia,China,Hainan Jianfengling Tropical Arboretum,,IABG
Asia,China,Hainan Tropical Botanical Garden,,IABG
Asia,China,Hainan Xinglong Tropical Botanical Garden,,IABG
Asia,China,Hainan Xinglong Tropical Garden,,IABG
Asia,China,Hainan Xinglong Tropical Medicinal Botanical Garden,,IABG
Asia,China,Hangzhou Botanical Garden,,IABG
Asia,China,Hangzhou Tianjing Aquatic Botanical Garden,,IABG
Asia,China,Hefei Botanical Garden,,IABG
Asia,China,Heilongjiang Forest Botanical Garden,,IABG
Asia,China,Hengchun Tropical Botanical Garden,,IABG
Asia,China,Hohhot Botanical Garden,,IABG
Asia,China,Hong Kong Kadoorie Farm and Botanical Garden,,IABG
Asia,China,Hong Kong Zoological and Botanical Garden,,IABG
Asia,China,Huangshan Arboretum,,IABG
Asia,China,Hunan Forest Botanical Garden,,IABG
Asia,China,Hunan Nanyue Arboretum,,IABG
Asia,China,Inner Mongolia Academy of Forestry Arboretum,,IABG
Asia,China,"Institute of Applied Ecology Arboretum, Chinese Academy of Sciences",,IABG
Asia,China,Jiaxing Botanical Garden,,IABG
Asia,China,Jigongshan Botanical Garden,,IABG
Asia,China,Jinan Botanical Garden,,IABG
Asia,China,Jinhewan Wetland Botanical Garden,,IABG
Asia,China,Jinsha Botanical Garden,,IABG
Asia,China,Jixi Zoological and Botanical Garden,,IABG
Asia,China,Kaohsiung Original Botanical Garden,,IABG
Asia,China,Kowloon Shing Mun Arboretum,,IABG
Asia,China,"Kunming Arboretum, Yunnan Academy of Forestry",,IABG
Asia,China,"Kunming Botanical Garden of Kunming Institute of Botany, Chinese Academy of Sciences",,IABG
Asia,China,Kunming Forestry Botanical Garden,,IABG
Asia,China,Lanzhou Arboretum,,IABG
Asia,China,Lanzhou Botanical Garden,,IABG
Asia,China,Lesser Khingan Botanical Garden,,IABG
Asia,China,Liuzhou Karst Botanical Garden,,IABG
Asia,China,Luoyang International Peony Garden,,IABG
Asia,China,Luoyang National Peony Garden,,IABG
Asia,China,Luoyang Sui-Tang Ruins Botanical Garden,,IABG
Asia,China,"Lushan Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Macau Botanical Garden,,IABG
Asia,China,Maiji Botanical Garden,,IABG
Asia,China,Minqin Dezert Botanical Garden,,IABG
Asia,China,"Nanchang Botanical Garden, Jiangxi Academy of Forestry",,IABG
Asia,China,"Nanjing Botanical Garden Mem. Sun Yat-Sen, Chinese Academy of Sciences",,IABG
Asia,China,Nanjing Medicinal Botanical Garden,,IABG
Asia,China,Nanning Arboretum,,IABG
Asia,China,National Museum of Natural Science Botanical Garden,,IABG
Asia,China,Neishuangsi Forest Medicinal Botanical Garden,,IABG
Asia,China,Ningbo Botanical Garden,,IABG
Asia,China,Northwest Agriculture and Forestry University Arboretum,,IABG
Asia,China,Qingdao Botanical Garden,,IABG
Asia,China,Qingxiushan Forestry Botanical Garden,,IABG
Asia,China,"Qinling National Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Second Military Medical University Medicinal Botanical Garden,,IABG
Asia,China,Shaanxi Yulin Woyunshan Botanical Garden,,IABG
Asia,China,Shandong Agricultural University Arboretum,,IABG
Asia,China,Shandong College of Traditional Chinese Medicine Botanical Garden,,IABG
Asia,China,Shandong Linyi Zoological and Botanical Garden,,IABG
Asia,China,Shandong University of Traditional Chinese Medicinal Botanical Garden,,IABG
Asia,China,Shanghai Botanical Garden,,IABG
Asia,China,"Shanghai Chenshan Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Shangri-La Alpine Botanical Garden,,IABG
Asia,China,Shanping Forest Ecological Science Park,,IABG
Asia,China,Shenyang Botanical Garden,,IABG
Asia,China,Shenyang Pharmaceutical University Medicinal Botanical Garden,,IABG
Asia,China,Shenyang Tree Specimens Garden,,IABG
Asia,China,"Shenzhen Fairylake Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Shijiazhuang Botanical Garden,,IABG
Asia,China,Shuangsi Tropical Arboretum,,IABG
Asia,China,Siaping Tropical Botanical Garden,,IABG
Asia,China,South China Agricultural University Arboretum,,IABG
Asia,China,"South China Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,South Subtropical Botanical Garden,,IABG
Asia,China,Taimali Coastal Botanical Garden,,IABG
Asia,China,Taipei Botanical Garden,,IABG
Asia,China,Taishan Institute of Forestry Science Forest Botanical Garden,,IABG
Asia,China,Taitung Yuan Sen Applied Botanical Garden,,IABG
Asia,China,Taiwan Alpine Botanical Garden,,IABG
Asia,China,Taiyuan Botanical Garden,,IABG
Asia,China,Tangshan Botanical Garden,,IABG
Asia,China,Tazhong Desert Botanical Garden,,IABG
Asia,China,Tongxiang Botanical Garden,,IABG
Asia,China,"Turpan Desert Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Urumqi Botanical Garden,,IABG
Asia,China,Weifang Botanical Garden,,IABG
Asia,China,Wenzhou Botanical Garden,,IABG
Asia,China,"West China Alpine Botanical Garden of Institute of Botany, Chinese Academy of Sciences",,IABG
Asia,China,"Wuhan Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Wutaishan Arboretum,,IABG
Asia,China,Wuxi Taihu Ornamental Botanical Garden,,IABG
Asia,China,Xiamen Botanical Garden,,IABG
Asia,China,Xiamen Overseas Chinese Subtropical Plant Introduction Garden,,IABG
Asia,China,Xi'an Botanical Garden,,IABG
Asia,China,Xiangnan Botanical Garden,,IABG
Asia,China,Xining Forestry Botanical Garden,,IABG
Asia,China,Xinjiang Yili Longkun Botanical Garden,,IABG
Asia,China,Xiongyue Arboretum,,IABG
Asia,China,Xishuangbanna Medicinal Botanical Garden,,IABG
Asia,China,"Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences",,IABG
Asia,China,Xishuangbanna Tropical Flower Garden,,IABG
Asia,China,Xuzhou Botanical Garden,,IABG
Asia,China,Yangzhou Botanical Garden,,IABG
Asia,China,Yichang Three-Gorges Botanical Garden,,IABG
Asia,China,Yinchuan Botanical Garden,,IABG
Asia,China,Yulin Heilongtan Mountain Arboretum,,IABG
Asia,China,Yulin Hongshixia Sandy Botanical Garden,,IABG
Asia,China,Zhejiang Agricultural and Forestry University Botanical Garden,,IABG
Asia,China,Zhejiang Bamboo Botanical Garden,,IABG
Asia,China,Zhejiang University Botanical Garden,,IABG
Asia,China,Zhengzhou Botanical Garden,,IABG
Asia,China,Zhengzhou Yellow River Botanical Garden,,IABG
Asia,China,Zhongshan Arboretum,,IABG
Asia,China,Zhoushan Island Introduction and Domestication Botanical Garden,,IABG
Asia,China,Zunyi Botanical Garden,,IABG
Asia,Georgia,Bakuriani Alpine Botanical Garden,,IABG
Asia,Georgia,Batumi Botanical Garden,,IABG
Asia,Georgia,National Botanical Garden of Georgia,,IABG
Asia,Georgia,Sukhumi Botanical Garden,,IABG
Asia,India,Acharya Jagadish Chandra Bose Indian Botanic Garden,,IABG
Asia,India,Aligarh Muslim University Botanic Garden,,IABG
Asia,India,Arboretum at Manali,,IABG
Asia,India,Auroville Botanical Gardens,,IABG
Asia,India,Barapani Experimental Garden,,IABG
Asia,India,Bhagalpur University Botanical Garden,,IABG
Asia,India,Botanic Garden at Shillong,,IABG
Asia,India,Botanic Garden at Tipi,,IABG
Asia,India,Botanic Garden of Bidhan Chandra Krishi Viswavidyalaya,,IABG
Asia,India,Botanic Garden of Indian Republic,,IABG
Asia,India,Botanic Garden of the Central Drug Research Institute,,IABG
Asia,India,"Botanic Garden, Department of Botany",,IABG
Asia,India,Botanical Garden,Motibang,IABG
Asia,India,Botanical Garden Agra College,,IABG
Asia,India,"Botanical Garden, Bihar Agricultural College",,IABG
Asia,India,"Botanical Garden, Delhi University",,IABG
Asia,India,"Botanical Garden, Dr H. S. Gour Vishwavidyalaya",,IABG
Asia,India,"Botanical Garden, Forest Research Institute and College",,IABG
Asia,India,"Botanical Garden, Guru Nanak Dev University",,IABG
Asia,India,"Botanical Garden, Mumbai Institute of Sciences",,IABG
Asia,India,"Botanical Garden, NBPGR",,IABG
Asia,India,Botanical Survey of India,,IABG
Asia,India,Botany Garden at Dharwad,,IABG
Asia,India,Burdwan University Botanic Garden,,IABG
Asia,India,Calicut University Botanical Garden,,IABG
Asia,India,Chessa Botanic Garden,,IABG
Asia,India,Darjeeling Botanic Garden,,IABG
Asia,India,"Department of Botany and Botanic Garden, Banaras Hindu University",,IABG
Asia,India,"Department of Botany and Botanic Garden, Ravindra Bharti University",,IABG
Asia,India,"Department of Botany and Botanic Garden, University of Madras",,IABG
Asia,India,"Dept. of Bio-Sciences & Botanic Garden, University of Jammu",,IABG
Asia,India,Dept. of Botany & Botanic Garden Guwahati University,,IABG
Asia,India,Dept. of Botany & Botanic Garden University of Mysore,,IABG
Asia,India,Dept. of Botany & Botanic Garden University of Rajasthan,,IABG
Asia,India,"Dept. of Botany & Botanic Garden, C.G. Vishwavidhalaya",,IABG
Asia,India,"Dept. of Botany & Botanic Garden, Faculty of Science, Hamdard University",,IABG
Asia,India,Dept. of Life Sciences & Botanic Garden Manipur University,,IABG
Asia,India,Desert Botanic Garden,,IABG
Asia,India,Dharma Vana Arboretum,,IABG
Asia,India,Empress Botanical Gardens,,IABG
Asia,India,Experimental Botanical Gardens,,IABG
Asia,India,Experimental Botanical Gardens Botanical Survey of India,Western Circle,IABG
Asia,India,Experimental cum Botanic Garden,,IABG
Asia,India,Experimental Garden Botanical Survey of India,Northern Circle,IABG
Asia,India,Experimental Garden of Botanical Survey of India,Andaman-Nicobar,IABG
Asia,India,Experimental Gardens Dehra Dun,,IABG
Asia,India,Foundation for Revitalisation of Local Health Traditions,,IABG
Asia,India,Government Botanic Gardens at Trivandrum,,IABG
Asia,India,Government Botanic Gardens Ootacamund,,IABG
Asia,India,Gujarat University USSC Botanic Garden,,IABG
Asia,India,Gurukula Botanical Sanctuary,,IABG
Asia,India,Herbarium and Botanic Garden,,IABG
Asia,India,Indian Botanical Garden,,IABG
Asia,India,Indira Gandhi Memorial Botanical Garden,,IABG
Asia,India,Institute of Forest Genetics & Tree Breeding,,IABG
Asia,India,Jawaharlal Nehru Botanic Garden,,IABG
Asia,India,Jawaharlal Nehru Tropical Botanic Garden and Research Institute,,IABG
Asia,India,Jiwaji University Charak Garden,,IABG
Asia,India,Karnatak University Botanical Garden,,IABG
Asia,India,Kerala University Botanic Garden,,IABG
Asia,India,Kodaikanal Botanic Garden,,IABG
Asia,India,Kulbhaskar Ashram Post Graduate Botanic Garden,,IABG
Asia,India,Lalbagh Botanical Garden,,IABG
Asia,India,Lloyd Botanic Garden,,IABG
Asia,India,Madurai Kamraj University Botanic Garden,,IABG
Asia,India,Magadh University Botanical Garden,,IABG
Asia,India,"Maharaja Sayajirao University Botanic Gardens,",,IABG
Asia,India,Maharashtra Nature Park Society,,IABG
Asia,India,Malabar Botanical Garden and Institue for Plant Sciences,,IABG
Asia,India,Marathwada University Botanic Garden,,IABG
Asia,India,Meerut University Botanical Garden,,IABG
Asia,India,National Orchidarium and Botanic Garden,,IABG
Asia,India,National Orchidarium and Experimental Garden,,IABG
Asia,India,Panjab University Botanical Garden,,IABG
Asia,India,Punjabi University Botanic Garden,,IABG
Asia,India,Ravi Sankar University Botanical Garden,,IABG
Asia,India,Rhododendron Arboretum,,IABG
Asia,India,Roxburgh Botanic Garden,,IABG
Asia,India,Sahyadri Botanical Garden,,IABG
Asia,India,Satpuda Botanic Garden - College of Agriculture,,IABG
Asia,India,Saurashtra University Experimental Garden,,IABG
Asia,India,State Botanical Garden at Barang,,IABG
Asia,India,The Botanical Garden Gandhi Krishi Vignana Kendra,,IABG
Asia,India,The Kashmir University Botanical Garden,KUBG,IABG
Asia,India,The Pondicherry Botanical Garden,,IABG
Asia,India,University Botanic Garden at Coimbatore,,IABG
Asia,India,University Botanical Garden at Surat,,IABG
Asia,India,University of Poona Botanic Garden,,IABG
Asia,India,Utkal University Botanic Garden,,IABG
Asia,India,Vikram University Botanic Garden,,IABG
Asia,Indonesia,Bali Botanic Garden,,IABG
Asia,Indonesia,Cibodas Botanic Gardens,,IABG
Asia,Indonesia,Kebun Raya Indonesia,,IABG
Asia,Indonesia,Purwodadi Botanic Garden,,IABG
Asia,Iran,"National Botanical Garden of Iran, Research Institute of Forests & Rangelands",,IABG
Asia,Iran,University of Tehran Botanical Garden,,IABG
Asia,Iraq,Za'faraniyah Botanical Garden,,IABG
Asia,Israel,Arboretum Dpt. of Natural Resources,,IABG
Asia,Israel,Botanic Garden of Tel Aviv University,,IABG
Asia,Israel,"Botanical Garden ""Mikveh-Israel""",,IABG
Asia,Israel,Dead Sea Ein Gedi Botanic Garden,,IABG
Asia,Israel,Jerusalem Botanical Gardens,,IABG
Asia,Israel,Neot Kdomim Biblical Garden,,IABG
Asia,Israel,Palistinian Botanical Garden,,IABG
Asia,Israel,The Mount Scopus Botanical Garden for the Native Plants of Israel,,IABG
Asia,Japan,Amagasaki City Urban Greening Botanical Garden,,IABG
Asia,Japan,"Attached Facilities of Faculty of Pharmaceutical Sciences, Hiroshima University",,IABG
Asia,Japan,"Botanic Garden, Field Center for Northern Biosphere, Hokkaido University",,IABG
Asia,Japan,Botanic Gardens of Toyama,,IABG
Asia,Japan,"Botanical Gardens, Osaka City University",,IABG
Asia,Japan,"Botanical Gardens, Tohoku University",,IABG
Asia,Japan,"Btanical Gardens, Tokyo University of Agriculture",,IABG
Asia,Japan,Doshisha Women's College of Liberal Art Medicinal Botanical Garden,,IABG
Asia,Japan,Forestry and Forest Products Research Institute (FFPRI) Kyushu Research Center Exhibition Hall Arboretum,,IABG
Asia,Japan,Fuji Bamboo Garden,,IABG
Asia,Japan,Fukui Botanical Garden,,IABG
Asia,Japan,Fukuoka City Botanical Garden,,IABG
Asia,Japan,Gifu Pharmaceutical University Herb Garden,,IABG
Asia,Japan,Hakodate Tropical Botanical Garden,,IABG
Asia,Japan,Hakone Botanical Garden of Wetlands,,IABG
Asia,Japan,Hakuba Goryu Alpine Botanical Garden,,IABG
Asia,Japan,Handayama Botanical Garden,,IABG
Asia,Japan,Hattori Ryokuchi Arboretum,,IABG
Asia,Japan,Higashiyama Zoological and Botanical Gardens,,IABG
Asia,Japan,Himeji Tegarayama Botanical Garden,,IABG
Asia,Japan,Himi Seaside Botanical Garden,,IABG
Asia,Japan,Hokkaido University School of Pharmacy affiliated Medicinal Botanical Garden,,IABG
Asia,Japan,Hoshi University,,IABG
Asia,Japan,Medicinal Botanical Garden,,IABG
Asia,Japan,Ibaraki Botanical Garden,,IABG
Asia,Japan,Jindai Botanical Gardens,,IABG
Asia,Japan,Josai International University Medicinal Botanical Garden,,IABG
Asia,Japan,Kanagawa Prefectual Ofuna Botanical Garden,,IABG
Asia,Japan,Kinjo Gakuin University School of Pharmaceutical Sciences Medicinal Botanical Garden,,IABG
Asia,Japan,Kobe Municipal Arboretum,,IABG
Asia,Japan,"Koishikawa Botanical Garden, University of Tokyo",,IABG
Asia,Japan,Kujukushima Zoological and Botanical Garden Morikirara,,IABG
Asia,Japan,Kumamoto City Zoological And Botanical Gardens,,IABG
Asia,Japan,Kusatsu Aquatic Botanical Garden,,IABG
Asia,Japan,Kyoto Botanical Gardens,,IABG
Asia,Japan,Kyoto Pharmaceutical University Affiliated Medicinal Botanical Garden,,IABG
Asia,Japan,Medicinal Botanical Garden of Josai University,,IABG
Asia,Japan,Medicinal Botanical Garden of Kobe Pharmaceutical University,,IABG
Asia,Japan,"Medicinal Botanical Garden, Faculty of Pharmaceutical Science, Setsunan University",,IABG
